source,source_iso3,recipient,recipient_iso3,year,category,value_usd
Brazil,BRA,Angola,AGO,2021,Power Plant,1437
Brazil,BRA,Argentina,ARG,2016,Enrichment,4342712
Brazil,BRA,Argentina,ARG,2016,Fuel fabrication,13658
Brazil,BRA,Argentina,ARG,2016,Ignore,19939
Brazil,BRA,Argentina,ARG,2016,Power Plant,154065
Brazil,BRA,Argentina,ARG,2017,Fuel fabrication,1224
Brazil,BRA,Argentina,ARG,2017,Ignore,52668
Brazil,BRA,Argentina,ARG,2018,Enrichment,6891370
Brazil,BRA,Argentina,ARG,2018,Ignore,13611
Brazil,BRA,Argentina,ARG,2018,Power Plant,10168
Brazil,BRA,Argentina,ARG,2019,Ignore,2568
Brazil,BRA,Argentina,ARG,2019,Power Plant,2961
Brazil,BRA,Argentina,ARG,2020,Enrichment,3470855
Brazil,BRA,Argentina,ARG,2020,Ignore,14200
Brazil,BRA,Argentina,ARG,2020,Power Plant,636
Brazil,BRA,Argentina,ARG,2021,Ignore,2820
Brazil,BRA,Argentina,ARG,2021,Power Plant,1132
Brazil,BRA,Australia,AUS,2017,Ignore,724
Brazil,BRA,Austria,AUT,2018,Ignore,265
Brazil,BRA,Austria,AUT,2019,Ignore,1263
Brazil,BRA,Austria,AUT,2020,Ignore,2097
Brazil,BRA,Belgium,BEL,2016,Fuel fabrication,5
Brazil,BRA,Belgium,BEL,2016,Ignore,22400
Brazil,BRA,Belgium,BEL,2016,Power Plant,9328
Brazil,BRA,Belgium,BEL,2017,Fuel fabrication,9
Brazil,BRA,Belgium,BEL,2017,Ignore,37300
Brazil,BRA,Belgium,BEL,2018,Ignore,28700
Brazil,BRA,Belgium,BEL,2019,Ignore,32798
Brazil,BRA,Belgium,BEL,2020,Ignore,80308
Brazil,BRA,Belgium,BEL,2021,Ignore,17471
Brazil,BRA,Bolivia,BOL,2016,Enrichment,18291
Brazil,BRA,Bolivia,BOL,2016,Ignore,1732
Brazil,BRA,Bolivia,BOL,2016,Power Plant,250
Brazil,BRA,Bolivia,BOL,2017,Enrichment,11926
Brazil,BRA,Bolivia,BOL,2017,Fuel fabrication,28265
Brazil,BRA,Bolivia,BOL,2017,Ignore,2770
Brazil,BRA,Bolivia,BOL,2017,Power Plant,6017
Brazil,BRA,Bolivia,BOL,2018,Enrichment,9760
Brazil,BRA,Bolivia,BOL,2018,Ignore,3535
Brazil,BRA,Bolivia,BOL,2018,Power Plant,1787
Brazil,BRA,Bolivia,BOL,2019,Enrichment,1043
Brazil,BRA,Bolivia,BOL,2019,Ignore,6345
Brazil,BRA,Bolivia,BOL,2020,Power Plant,252
Brazil,BRA,Bolivia,BOL,2021,Ignore,2332
Brazil,BRA,Bolivia,BOL,2021,Power Plant,928
Brazil,BRA,Brunei Darussalam,BRN,2019,Ignore,5338
Brazil,BRA,Canada,CAN,2016,Fuel fabrication,2973
Brazil,BRA,Canada,CAN,2016,Ignore,198269
Brazil,BRA,Canada,CAN,2017,Ignore,311360
Brazil,BRA,Canada,CAN,2018,Ignore,297320
Brazil,BRA,Canada,CAN,2019,Ignore,198834
Brazil,BRA,Canada,CAN,2020,Ignore,659680
Brazil,BRA,Canada,CAN,2021,Ignore,64968
Brazil,BRA,Canada,CAN,2021,Mining,102
Brazil,BRA,Canada,CAN,2021,Power Plant,41617
Brazil,BRA,Chile,CHL,2016,Fuel fabrication,202
Brazil,BRA,Chile,CHL,2016,Ignore,43906
Brazil,BRA,Chile,CHL,2016,Power Plant,449
Brazil,BRA,Chile,CHL,2017,Fuel fabrication,38085
Brazil,BRA,Chile,CHL,2017,Ignore,17675
Brazil,BRA,Chile,CHL,2018,Fuel fabrication,5576
Brazil,BRA,Chile,CHL,2018,Ignore,31467
Brazil,BRA,Chile,CHL,2019,Fuel fabrication,4814
Brazil,BRA,Chile,CHL,2019,Ignore,19987
Brazil,BRA,Chile,CHL,2019,Power Plant,11616
Brazil,BRA,Chile,CHL,2020,Enrichment,1137464
Brazil,BRA,Chile,CHL,2020,Ignore,14598
Brazil,BRA,Chile,CHL,2021,Fuel fabrication,12324
Brazil,BRA,Chile,CHL,2021,Ignore,10990
Brazil,BRA,Chile,CHL,2021,Power Plant,17178
Brazil,BRA,China,CHN,2016,Ignore,14691846
Brazil,BRA,China,CHN,2016,Mining,7824826
Brazil,BRA,China,CHN,2017,Ignore,28838410
Brazil,BRA,China,CHN,2017,Mining,12856249
Brazil,BRA,China,CHN,2018,Ignore,11523932
Brazil,BRA,China,CHN,2018,Mining,9115642
Brazil,BRA,China,CHN,2019,Ignore,1866
Brazil,BRA,China,CHN,2019,Mining,4546916
Brazil,BRA,China,CHN,2020,Ignore,20090
Brazil,BRA,China,CHN,2020,Mining,3760289
Brazil,BRA,China,CHN,2021,Ignore,9666
Brazil,BRA,China,CHN,2021,Mining,1909318
Brazil,BRA,China,CHN,2021,Power Plant,4175
Brazil,BRA,Colombia,COL,2016,Fuel fabrication,9178
Brazil,BRA,Colombia,COL,2017,Power Plant,11760
Brazil,BRA,Colombia,COL,2018,Ignore,21119
Brazil,BRA,Colombia,COL,2019,Fuel fabrication,3885
Brazil,BRA,Colombia,COL,2019,Ignore,33795
Brazil,BRA,Colombia,COL,2020,Ignore,8141
Brazil,BRA,Colombia,COL,2021,Ignore,1158
Brazil,BRA,Colombia,COL,2021,Power Plant,585
Brazil,BRA,Congo,COG,2018,Ignore,2456
Brazil,BRA,Costa Rica,CRI,2016,Ignore,10363
Brazil,BRA,Costa Rica,CRI,2017,Fuel fabrication,89
Brazil,BRA,Costa Rica,CRI,2018,Fuel fabrication,35
Brazil,BRA,Costa Rica,CRI,2021,Ignore,2800
Brazil,BRA,Cuba,CUB,2019,Ignore,90
Brazil,BRA,Cuba,CUB,2020,Ignore,86
Brazil,BRA,Cyprus,CYP,2020,Ignore,634
Brazil,BRA,Czech Rep.,CZE,2016,Ignore,212668
Brazil,BRA,Ecuador,ECU,2016,Fuel fabrication,5008
Brazil,BRA,Ecuador,ECU,2016,Ignore,679
Brazil,BRA,Ecuador,ECU,2017,Ignore,2233
Brazil,BRA,Ecuador,ECU,2017,Power Plant,5068
Brazil,BRA,Ecuador,ECU,2018,Fuel fabrication,4564
Brazil,BRA,Ecuador,ECU,2018,Power Plant,3104
Brazil,BRA,Ecuador,ECU,2019,Ignore,2506
Brazil,BRA,Ecuador,ECU,2019,Power Plant,26057
Brazil,BRA,Egypt,EGY,2016,Ignore,611
Brazil,BRA,Egypt,EGY,2018,Enrichment,20716
Brazil,BRA,Egypt,EGY,2018,Ignore,23179
Brazil,BRA,Egypt,EGY,2019,Ignore,24558
Brazil,BRA,Egypt,EGY,2020,Ignore,11489
Brazil,BRA,Egypt,EGY,2021,Ignore,9580
Brazil,BRA,El Salvador,SLV,2016,Fuel fabrication,26261
Brazil,BRA,El Salvador,SLV,2016,Power Plant,1322
Brazil,BRA,El Salvador,SLV,2017,Fuel fabrication,17872
Brazil,BRA,El Salvador,SLV,2018,Fuel fabrication,17492
Brazil,BRA,El Salvador,SLV,2019,Fuel fabrication,11290
Brazil,BRA,Estonia,EST,2017,Ignore,6158412
Brazil,BRA,Estonia,EST,2018,Ignore,5031674
Brazil,BRA,Estonia,EST,2021,Fuel fabrication,16724
Brazil,BRA,France,FRA,2016,Ignore,4933
Brazil,BRA,France,FRA,2017,Ignore,14628
Brazil,BRA,France,FRA,2018,Ignore,1736
Brazil,BRA,France,FRA,2018,Power Plant,70
Brazil,BRA,France,FRA,2019,Ignore,16602
Brazil,BRA,France,FRA,2020,Ignore,2012
Brazil,BRA,France,FRA,2021,Fuel fabrication,78
Brazil,BRA,France,FRA,2021,Ignore,11454
Brazil,BRA,Germany,DEU,2016,Ignore,2562820
Brazil,BRA,Germany,DEU,2017,Ignore,14678257
Brazil,BRA,Germany,DEU,2018,Ignore,1999661
Brazil,BRA,Germany,DEU,2019,Ignore,8529
Brazil,BRA,Germany,DEU,2020,Ignore,26320
Brazil,BRA,Germany,DEU,2021,Ignore,11590
Brazil,BRA,Guatemala,GTM,2016,Fuel fabrication,17667
Brazil,BRA,Guatemala,GTM,2017,Fuel fabrication,192
Brazil,BRA,Guatemala,GTM,2019,Ignore,32
Brazil,BRA,Guatemala,GTM,2021,Power Plant,2114
Brazil,BRA,Guyana,GUY,2021,Fuel fabrication,685
Brazil,BRA,Hong Kong,HKG,2016,Mining,2358320
Brazil,BRA,Hong Kong,HKG,2017,Ignore,4181280
Brazil,BRA,Hong Kong,HKG,2017,Mining,3419593
Brazil,BRA,Hong Kong,HKG,2018,Ignore,2660714
Brazil,BRA,Hong Kong,HKG,2018,Mining,1042254
Brazil,BRA,Hong Kong,HKG,2019,Mining,449847
Brazil,BRA,India,IND,2016,Ignore,11039
Brazil,BRA,India,IND,2018,Ignore,3732
Brazil,BRA,India,IND,2019,Ignore,20042
Brazil,BRA,India,IND,2020,Ignore,1160
Brazil,BRA,Indonesia,IDN,2018,Ignore,1252
Brazil,BRA,Israel,ISR,2018,Ignore,14694
Brazil,BRA,Italy,ITA,2017,Fuel fabrication,1806
Brazil,BRA,Italy,ITA,2019,Fuel fabrication,34092
Brazil,BRA,Japan,JPN,2016,Ignore,630451
Brazil,BRA,Japan,JPN,2016,Power Plant,4710
Brazil,BRA,Japan,JPN,2017,Ignore,3001982
Brazil,BRA,Japan,JPN,2018,Ignore,1799110
Brazil,BRA,Japan,JPN,2019,Ignore,22898
Brazil,BRA,Jordan,JOR,2021,Ignore,4339
Brazil,BRA,Kazakhstan,KAZ,2016,Ignore,53715
Brazil,BRA,Kazakhstan,KAZ,2017,Ignore,14332
Brazil,BRA,Lebanon,LBN,2016,Ignore,4973
Brazil,BRA,Liberia,LBR,2020,Ignore,338
Brazil,BRA,Malaysia,MYS,2016,Ignore,77144
Brazil,BRA,Malaysia,MYS,2016,Power Plant,39
Brazil,BRA,Malaysia,MYS,2018,Power Plant,1400
Brazil,BRA,Mauritius,MUS,2021,Ignore,1601
Brazil,BRA,Mexico,MEX,2016,Fuel fabrication,106731
Brazil,BRA,Mexico,MEX,2016,Ignore,883
Brazil,BRA,Mexico,MEX,2018,Fuel fabrication,3600
Brazil,BRA,Mexico,MEX,2018,Ignore,5470
Brazil,BRA,Mexico,MEX,2018,Power Plant,6268
Brazil,BRA,Mexico,MEX,2019,Fuel fabrication,22652
Brazil,BRA,Mexico,MEX,2019,Ignore,98382
Brazil,BRA,Mexico,MEX,2021,Ignore,9792
Brazil,BRA,Namibia,NAM,2016,Fuel fabrication,580
Brazil,BRA,Namibia,NAM,2017,Fuel fabrication,8083
Brazil,BRA,Netherlands,NLD,2016,Ignore,49946
Brazil,BRA,Netherlands,NLD,2016,Power Plant,145017
Brazil,BRA,Netherlands,NLD,2017,Ignore,93147
Brazil,BRA,Netherlands,NLD,2017,Power Plant,316032
Brazil,BRA,Netherlands,NLD,2018,Ignore,941621
Brazil,BRA,Netherlands,NLD,2019,Ignore,675569
Brazil,BRA,Netherlands,NLD,2020,Ignore,353290
Brazil,BRA,Netherlands,NLD,2021,Ignore,141546
Brazil,BRA,Nicaragua,NIC,2016,Ignore,266
Brazil,BRA,Nicaragua,NIC,2017,Ignore,174
Brazil,BRA,Nigeria,NGA,2016,Ignore,3789
Brazil,BRA,Norway,NOR,2017,Ignore,201078
Brazil,BRA,Norway,NOR,2018,Ignore,17600
Brazil,BRA,Panama,PAN,2017,Ignore,37415
Brazil,BRA,Panama,PAN,2019,Ignore,11400
Brazil,BRA,Panama,PAN,2021,Ignore,9454
Brazil,BRA,Panama,PAN,2021,Power Plant,5830
Brazil,BRA,Paraguay,PRY,2016,Ignore,6055
Brazil,BRA,Paraguay,PRY,2016,Power Plant,484
Brazil,BRA,Paraguay,PRY,2017,Ignore,7914
Brazil,BRA,Paraguay,PRY,2018,Ignore,8746
Brazil,BRA,Paraguay,PRY,2018,Power Plant,5992
Brazil,BRA,Paraguay,PRY,2019,Ignore,17356
Brazil,BRA,Paraguay,PRY,2019,Power Plant,3608
Brazil,BRA,Paraguay,PRY,2020,Ignore,55087
Brazil,BRA,Paraguay,PRY,2020,Power Plant,6728
Brazil,BRA,Paraguay,PRY,2021,Ignore,6282
Brazil,BRA,Peru,PER,2016,Power Plant,3398
Brazil,BRA,Peru,PER,2017,Enrichment,597
Brazil,BRA,Peru,PER,2017,Fuel fabrication,1720
Brazil,BRA,Peru,PER,2017,Power Plant,18820
Brazil,BRA,Peru,PER,2019,Fuel fabrication,4599
Brazil,BRA,Peru,PER,2020,Power Plant,35466
Brazil,BRA,Peru,PER,2021,Enrichment,1103
Brazil,BRA,Peru,PER,2021,Power Plant,17178
Brazil,BRA,Poland,POL,2016,Ignore,64286
Brazil,BRA,Poland,POL,2017,Ignore,16400
Brazil,BRA,Poland,POL,2018,Ignore,8800
Brazil,BRA,Poland,POL,2019,Ignore,2976
Brazil,BRA,Poland,POL,2021,Ignore,5691
Brazil,BRA,Portugal,PRT,2016,Ignore,244
Brazil,BRA,Rep. of Korea,KOR,2016,Fuel fabrication,225960
Brazil,BRA,Rep. of Korea,KOR,2016,Power Plant,310310
Brazil,BRA,Rep. of Korea,KOR,2017,Fuel fabrication,40272
Brazil,BRA,Rep. of Korea,KOR,2018,Power Plant,726666
Brazil,BRA,Rep. of Korea,KOR,2020,Fuel fabrication,700566
Brazil,BRA,Rep. of Korea,KOR,2020,Power Plant,826122
Brazil,BRA,Romania,ROM,2020,Ignore,2268
Brazil,BRA,Russian Federation,RUS,2016,Ignore,44446
Brazil,BRA,Russian Federation,RUS,2017,Ignore,199100
Brazil,BRA,Russian Federation,RUS,2018,Ignore,82862
Brazil,BRA,Russian Federation,RUS,2019,Ignore,93904
Brazil,BRA,Russian Federation,RUS,2020,Ignore,50020
Brazil,BRA,Russian Federation,RUS,2021,Ignore,14300
Brazil,BRA,Serbia,SRB,2019,Ignore,6
Brazil,BRA,Singapore,SGP,2016,Fuel fabrication,2598
Brazil,BRA,Singapore,SGP,2017,Power Plant,1248
Brazil,BRA,Singapore,SGP,2019,Ignore,13642
Brazil,BRA,Singapore,SGP,2021,Ignore,4221
Brazil,BRA,South Africa,ZAF,2016,Ignore,23133
Brazil,BRA,South Africa,ZAF,2017,Ignore,86746
Brazil,BRA,South Africa,ZAF,2018,Ignore,13186
Brazil,BRA,South Africa,ZAF,2019,Ignore,47644
Brazil,BRA,South Africa,ZAF,2020,Ignore,60248
Brazil,BRA,South Africa,ZAF,2021,Ignore,49392
Brazil,BRA,Spain,ESP,2017,Ignore,5078
Brazil,BRA,Spain,ESP,2019,Ignore,43887
Brazil,BRA,Spain,ESP,2020,Ignore,27677
Brazil,BRA,Spain,ESP,2020,Power Plant,3048
Brazil,BRA,Switzerland,CHE,2016,Fuel fabrication,57
Brazil,BRA,Switzerland,CHE,2019,Power Plant,3787
Brazil,BRA,Trinidad and Tobago,TTO,2017,Ignore,5292
Brazil,BRA,Tunisia,TUN,2016,Ignore,8042
Brazil,BRA,USA,USA,2016,Fuel fabrication,3376394
Brazil,BRA,USA,USA,2016,Ignore,317120
Brazil,BRA,USA,USA,2017,Fuel fabrication,2186063
Brazil,BRA,USA,USA,2017,Ignore,1086798
Brazil,BRA,USA,USA,2017,Power Plant,20394
Brazil,BRA,USA,USA,2018,Fuel fabrication,1556969
Brazil,BRA,USA,USA,2018,Ignore,386119
Brazil,BRA,USA,USA,2018,Power Plant,7156
Brazil,BRA,USA,USA,2019,Fuel fabrication,3849164
Brazil,BRA,USA,USA,2019,Ignore,1184203
Brazil,BRA,USA,USA,2019,Power Plant,12202
Brazil,BRA,USA,USA,2020,Fuel fabrication,3038974
Brazil,BRA,USA,USA,2020,Ignore,324159
Brazil,BRA,USA,USA,2020,Power Plant,24198
Brazil,BRA,USA,USA,2021,Fuel fabrication,2758573
Brazil,BRA,USA,USA,2021,Ignore,459662
Brazil,BRA,USA,USA,2021,Power Plant,111375
Brazil,BRA,United Arab Emirates,ARE,2016,Ignore,2536
Brazil,BRA,United Arab Emirates,ARE,2017,Ignore,10621
Brazil,BRA,United Arab Emirates,ARE,2017,Power Plant,262
Brazil,BRA,United Arab Emirates,ARE,2018,Ignore,1871
Brazil,BRA,United Arab Emirates,ARE,2019,Ignore,2997
Brazil,BRA,United Arab Emirates,ARE,2020,Ignore,2981
Brazil,BRA,United Arab Emirates,ARE,2021,Ignore,600
Brazil,BRA,United Kingdom,GBR,2017,Ignore,2
Brazil,BRA,United Kingdom,GBR,2018,Power Plant,724
Brazil,BRA,United Kingdom,GBR,2019,Ignore,10919
Brazil,BRA,United Kingdom,GBR,2019,Power Plant,1306
Brazil,BRA,United Kingdom,GBR,2020,Power Plant,608
Brazil,BRA,United Kingdom,GBR,2021,Fuel fabrication,78545
Brazil,BRA,United Kingdom,GBR,2021,Power Plant,9022
Brazil,BRA,Uruguay,URY,2016,Ignore,5490
Brazil,BRA,Uruguay,URY,2017,Ignore,44078
Brazil,BRA,Uruguay,URY,2018,Ignore,10082
Brazil,BRA,Uruguay,URY,2018,Power Plant,1334
Brazil,BRA,Uruguay,URY,2019,Ignore,4474
Brazil,BRA,Uruguay,URY,2020,Ignore,7980
Brazil,BRA,Uruguay,URY,2020,Power Plant,4526
Brazil,BRA,Uruguay,URY,2021,Fuel fabrication,173
Brazil,BRA,Uruguay,URY,2021,Ignore,12286
Brazil,BRA,Venezuela,VEN,2016,Ignore,5499
Brazil,BRA,Viet Nam,VNM,2020,Power Plant,125820
Brunei Darussalam,BRN,Argentina,ARG,2020,Ignore,579
Brunei Darussalam,BRN,Australia,AUS,2020,Ignore,3087
Brunei Darussalam,BRN,India,IND,2016,Ignore,596
Brunei Darussalam,BRN,Malaysia,MYS,2016,Enrichment,75667
Brunei Darussalam,BRN,Malaysia,MYS,2016,Ignore,100477
Brunei Darussalam,BRN,Malaysia,MYS,2016,Mining,26506
Brunei Darussalam,BRN,Malaysia,MYS,2017,Enrichment,21219
Brunei Darussalam,BRN,Malaysia,MYS,2017,Ignore,473643
Brunei Darussalam,BRN,Malaysia,MYS,2017,Mining,13535
Brunei Darussalam,BRN,Malaysia,MYS,2018,Ignore,64243
Brunei Darussalam,BRN,Malaysia,MYS,2019,Ignore,4038
Brunei Darussalam,BRN,Malaysia,MYS,2020,Ignore,14205
Brunei Darussalam,BRN,Malaysia,MYS,2021,Ignore,10645
Brunei Darussalam,BRN,Malaysia,MYS,2021,Power Plant,12
Brunei Darussalam,BRN,Oman,OMN,2016,Ignore,5963
Brunei Darussalam,BRN,Singapore,SGP,2016,Ignore,1471
Brunei Darussalam,BRN,Singapore,SGP,2016,Mining,1274
Brunei Darussalam,BRN,Singapore,SGP,2017,Enrichment,24623
Brunei Darussalam,BRN,Singapore,SGP,2017,Ignore,20222
Brunei Darussalam,BRN,Singapore,SGP,2017,Mining,3236
Brunei Darussalam,BRN,Singapore,SGP,2018,Ignore,17517
Brunei Darussalam,BRN,Singapore,SGP,2019,Ignore,84680
Brunei Darussalam,BRN,Singapore,SGP,2020,Ignore,1516
Brunei Darussalam,BRN,Singapore,SGP,2021,Ignore,5130
Brunei Darussalam,BRN,"Taiwan, China",TWN,2017,Ignore,4
Brunei Darussalam,BRN,Thailand,THA,2016,Fuel fabrication,4979
Brunei Darussalam,BRN,Thailand,THA,2016,Mining,6135
Brunei Darussalam,BRN,Thailand,THA,2017,Ignore,120910
Brunei Darussalam,BRN,USA,USA,2016,Ignore,5895
Brunei Darussalam,BRN,USA,USA,2017,Enrichment,9699
Brunei Darussalam,BRN,USA,USA,2017,Ignore,4024
Brunei Darussalam,BRN,United Kingdom,GBR,2019,Ignore,33498
Brunei Darussalam,BRN,Viet Nam,VNM,2021,Ignore,1115
Bulgaria,BGR,Argentina,ARG,2019,Ignore,1458
Bulgaria,BGR,Austria,AUT,2016,Ignore,55614
Bulgaria,BGR,Austria,AUT,2017,Ignore,812110
Bulgaria,BGR,Austria,AUT,2018,Ignore,943838
Bulgaria,BGR,Austria,AUT,2019,Ignore,1380829
Bulgaria,BGR,Austria,AUT,2020,Ignore,804358
Bulgaria,BGR,Austria,AUT,2021,Ignore,250342
Bulgaria,BGR,Bahrain,BHR,2017,Enrichment,98
Bulgaria,BGR,Bosnia Herzegovina,BIH,2017,Fuel fabrication,2
Bulgaria,BGR,Brazil,BRA,2019,Ignore,2874
Bulgaria,BGR,Brazil,BRA,2020,Ignore,1406
Bulgaria,BGR,Brazil,BRA,2021,Ignore,412
Bulgaria,BGR,Canada,CAN,2019,Ignore,1263
Bulgaria,BGR,Canada,CAN,2020,Ignore,1726
Bulgaria,BGR,Canada,CAN,2021,Ignore,833
Bulgaria,BGR,China,CHN,2017,Ignore,78190
Bulgaria,BGR,China,CHN,2018,Ignore,20232
Bulgaria,BGR,China,CHN,2019,Ignore,58000
Bulgaria,BGR,China,CHN,2020,Ignore,56520
Bulgaria,BGR,China,CHN,2021,Ignore,33911
Bulgaria,BGR,Cote d'Ivoire,CIV,2020,Ignore,3213
Bulgaria,BGR,Czech Rep.,CZE,2016,Power Plant,22226
Bulgaria,BGR,Czech Rep.,CZE,2017,Power Plant,57392
Bulgaria,BGR,Czech Rep.,CZE,2018,Power Plant,49246
Bulgaria,BGR,Czech Rep.,CZE,2019,Ignore,4334
Bulgaria,BGR,Czech Rep.,CZE,2019,Power Plant,21352
Bulgaria,BGR,Czech Rep.,CZE,2020,Ignore,4366
Bulgaria,BGR,Czech Rep.,CZE,2021,Enrichment,415
Bulgaria,BGR,Czech Rep.,CZE,2021,Ignore,6961
Bulgaria,BGR,Denmark,DNK,2016,Ignore,140
Bulgaria,BGR,Denmark,DNK,2016,Power Plant,465
Bulgaria,BGR,Denmark,DNK,2017,Ignore,3507
Bulgaria,BGR,Denmark,DNK,2018,Ignore,2446
Bulgaria,BGR,Denmark,DNK,2019,Ignore,10374
Bulgaria,BGR,Denmark,DNK,2020,Ignore,4902
Bulgaria,BGR,Dominican Rep.,DOM,2016,Ignore,2865
Bulgaria,BGR,Finland,FIN,2016,Fuel fabrication,3452
Bulgaria,BGR,France,FRA,2016,Ignore,3165
Bulgaria,BGR,France,FRA,2018,Enrichment,520
Bulgaria,BGR,France,FRA,2019,Ignore,8013
Bulgaria,BGR,Germany,DEU,2017,Ignore,2849
Bulgaria,BGR,Germany,DEU,2018,Enrichment,2474323
Bulgaria,BGR,Germany,DEU,2018,Ignore,3952
Bulgaria,BGR,Germany,DEU,2019,Ignore,20363
Bulgaria,BGR,Germany,DEU,2020,Enrichment,61
Bulgaria,BGR,Germany,DEU,2020,Ignore,68269
Bulgaria,BGR,Germany,DEU,2021,Ignore,50327
Bulgaria,BGR,Greece,GRC,2017,Ignore,1737
Bulgaria,BGR,Greece,GRC,2018,Enrichment,65683
Bulgaria,BGR,Greece,GRC,2018,Ignore,344080
Bulgaria,BGR,Greece,GRC,2019,Ignore,3482798
Bulgaria,BGR,Greece,GRC,2020,Enrichment,20957
Bulgaria,BGR,Greece,GRC,2020,Ignore,1278528
Bulgaria,BGR,Greece,GRC,2021,Enrichment,897
Bulgaria,BGR,Greece,GRC,2021,Ignore,1383475
Bulgaria,BGR,Greece,GRC,2021,Mining,73143
Bulgaria,BGR,Hungary,HUN,2016,Power Plant,240
Bulgaria,BGR,Hungary,HUN,2016,Spent Fuel / HLW,257
Bulgaria,BGR,Hungary,HUN,2017,Power Plant,1570
Bulgaria,BGR,Hungary,HUN,2018,Power Plant,1558
Bulgaria,BGR,Hungary,HUN,2019,Fuel fabrication,1666
Bulgaria,BGR,Hungary,HUN,2020,Fuel fabrication,1114
Bulgaria,BGR,Hungary,HUN,2020,Power Plant,13526
Bulgaria,BGR,Iceland,ISL,2020,Enrichment,638
Bulgaria,BGR,Iceland,ISL,2021,Enrichment,926
Bulgaria,BGR,India,IND,2017,Power Plant,10556
Bulgaria,BGR,Iran,IRN,2017,Power Plant,5908
Bulgaria,BGR,Israel,ISR,2017,Ignore,8000
Bulgaria,BGR,Israel,ISR,2020,Ignore,7976
Bulgaria,BGR,Italy,ITA,2016,Ignore,11803
Bulgaria,BGR,Italy,ITA,2019,Enrichment,93421
Bulgaria,BGR,Italy,ITA,2019,Ignore,214248
Bulgaria,BGR,Italy,ITA,2020,Enrichment,643123
Bulgaria,BGR,Italy,ITA,2020,Ignore,169
Bulgaria,BGR,Italy,ITA,2021,Enrichment,46596
Bulgaria,BGR,Italy,ITA,2021,Ignore,3696
Bulgaria,BGR,Italy,ITA,2021,Power Plant,21309
Bulgaria,BGR,Lithuania,LTU,2021,Ignore,4730
Bulgaria,BGR,Netherlands,NLD,2016,Enrichment,3474
Bulgaria,BGR,Netherlands,NLD,2016,Fuel fabrication,4479
Bulgaria,BGR,Netherlands,NLD,2016,Ignore,6124
Bulgaria,BGR,Netherlands,NLD,2016,Mining,24
Bulgaria,BGR,Netherlands,NLD,2016,Power Plant,900
Bulgaria,BGR,Netherlands,NLD,2017,Enrichment,16416
Bulgaria,BGR,Netherlands,NLD,2017,Fuel fabrication,13737
Bulgaria,BGR,Netherlands,NLD,2017,Ignore,2567
Bulgaria,BGR,Netherlands,NLD,2017,Power Plant,4800
Bulgaria,BGR,Netherlands,NLD,2018,Enrichment,3090
Bulgaria,BGR,Netherlands,NLD,2018,Fuel fabrication,112
Bulgaria,BGR,Netherlands,NLD,2018,Ignore,2492
Bulgaria,BGR,Netherlands,NLD,2018,Power Plant,3105
Bulgaria,BGR,Netherlands,NLD,2019,Enrichment,38730
Bulgaria,BGR,Netherlands,NLD,2019,Fuel fabrication,11
Bulgaria,BGR,Netherlands,NLD,2019,Ignore,9825
Bulgaria,BGR,Netherlands,NLD,2019,Mining,398
Bulgaria,BGR,Netherlands,NLD,2019,Power Plant,2119
Bulgaria,BGR,Netherlands,NLD,2020,Enrichment,16758
Bulgaria,BGR,Netherlands,NLD,2020,Fuel fabrication,338
Bulgaria,BGR,Netherlands,NLD,2020,Ignore,7174
Bulgaria,BGR,Netherlands,NLD,2020,Mining,331
Bulgaria,BGR,Netherlands,NLD,2020,Power Plant,4133
Bulgaria,BGR,Netherlands,NLD,2021,Enrichment,11366
Bulgaria,BGR,Netherlands,NLD,2021,Fuel fabrication,26
Bulgaria,BGR,Netherlands,NLD,2021,Ignore,23896
Bulgaria,BGR,Netherlands,NLD,2021,Mining,63
Bulgaria,BGR,Netherlands,NLD,2021,Power Plant,1911
Bulgaria,BGR,Nigeria,NGA,2019,Enrichment,33677
Bulgaria,BGR,Norway,NOR,2018,Ignore,900
Bulgaria,BGR,Norway,NOR,2020,Ignore,1119
Bulgaria,BGR,Norway,NOR,2021,Power Plant,337
Bulgaria,BGR,Poland,POL,2019,Ignore,480
Bulgaria,BGR,Poland,POL,2020,Ignore,148
Bulgaria,BGR,Poland,POL,2021,Power Plant,41
Bulgaria,BGR,Rep. of Korea,KOR,2016,Ignore,13407
Bulgaria,BGR,Rep. of Korea,KOR,2017,Ignore,28286
Bulgaria,BGR,Rep. of Korea,KOR,2018,Ignore,29674
Bulgaria,BGR,Rep. of Korea,KOR,2019,Ignore,27686
Bulgaria,BGR,Romania,ROM,2016,Enrichment,44230
Bulgaria,BGR,Romania,ROM,2017,Fuel fabrication,8139
Bulgaria,BGR,Romania,ROM,2018,Fuel fabrication,24
Bulgaria,BGR,Romania,ROM,2019,Enrichment,8882
Bulgaria,BGR,Romania,ROM,2019,Fuel fabrication,1161
Bulgaria,BGR,Romania,ROM,2019,Ignore,66086
Bulgaria,BGR,Romania,ROM,2020,Enrichment,44
Bulgaria,BGR,Romania,ROM,2020,Fuel fabrication,27
Bulgaria,BGR,Romania,ROM,2020,Ignore,102315
Bulgaria,BGR,Romania,ROM,2020,Mining,4531
Bulgaria,BGR,Romania,ROM,2020,Power Plant,367
Bulgaria,BGR,Romania,ROM,2021,Fuel fabrication,12745
Bulgaria,BGR,Romania,ROM,2021,Ignore,1116
