source,source_iso3,recipient,recipient_iso3,year,category,value_usd
Netherlands,NLD,Rep. of Korea,KOR,2016,Ignore,4292084
Netherlands,NLD,Rep. of Korea,KOR,2016,Power Plant,2240
Netherlands,NLD,Rep. of Korea,KOR,2017,Enrichment,300627127
Netherlands,NLD,Rep. of Korea,KOR,2017,Ignore,10334114
Netherlands,NLD,Rep. of Korea,KOR,2017,Power Plant,23646
Netherlands,NLD,Rep. of Korea,KOR,2018,Enrichment,14316451
Netherlands,NLD,Rep. of Korea,KOR,2018,Fuel fabrication,2224
Netherlands,NLD,Rep. of Korea,KOR,2018,Ignore,16506740
Netherlands,NLD,Rep. of Korea,KOR,2018,Power Plant,161154
Netherlands,NLD,Rep. of Korea,KOR,2019,Enrichment,85671220
Netherlands,NLD,Rep. of Korea,KOR,2019,Ignore,16289968
Netherlands,NLD,Rep. of Korea,KOR,2019,Power Plant,313008
Netherlands,NLD,Rep. of Korea,KOR,2020,Fuel fabrication,4476
Netherlands,NLD,Rep. of Korea,KOR,2020,Ignore,19223168
Netherlands,NLD,Rep. of Korea,KOR,2020,Power Plant,52
Netherlands,NLD,Rep. of Korea,KOR,2021,Enrichment,102210810
Netherlands,NLD,Rep. of Korea,KOR,2021,Ignore,9617437
Netherlands,NLD,Rep. of Korea,KOR,2021,Mining,946
Netherlands,NLD,Rep. of Korea,KOR,2021,Power Plant,44
Netherlands,NLD,Rep. of Moldova,MDA,2016,Ignore,33302
Netherlands,NLD,Rep. of Moldova,MDA,2017,Ignore,67980
Netherlands,NLD,Rep. of Moldova,MDA,2018,Ignore,67980
Netherlands,NLD,Rep. of Moldova,MDA,2019,Ignore,5082
Netherlands,NLD,Rep. of Moldova,MDA,2020,Ignore,44231
Netherlands,NLD,Rep. of Moldova,MDA,2021,Ignore,43375
Netherlands,NLD,Romania,ROM,2016,Enrichment,324
Netherlands,NLD,Romania,ROM,2016,Fuel fabrication,436524
Netherlands,NLD,Romania,ROM,2016,Ignore,258994
Netherlands,NLD,Romania,ROM,2016,Power Plant,150135
Netherlands,NLD,Romania,ROM,2017,Enrichment,1703
Netherlands,NLD,Romania,ROM,2017,Fuel fabrication,102073
Netherlands,NLD,Romania,ROM,2017,Ignore,451701
Netherlands,NLD,Romania,ROM,2017,Power Plant,490720
Netherlands,NLD,Romania,ROM,2018,Enrichment,15615
Netherlands,NLD,Romania,ROM,2018,Fuel fabrication,3728761
Netherlands,NLD,Romania,ROM,2018,Ignore,497257
Netherlands,NLD,Romania,ROM,2018,Power Plant,56704
Netherlands,NLD,Romania,ROM,2019,Enrichment,1540
Netherlands,NLD,Romania,ROM,2019,Fuel fabrication,841740
Netherlands,NLD,Romania,ROM,2019,Ignore,1423892
Netherlands,NLD,Romania,ROM,2019,Power Plant,622221
Netherlands,NLD,Romania,ROM,2020,Enrichment,3642
Netherlands,NLD,Romania,ROM,2020,Fuel fabrication,285193
Netherlands,NLD,Romania,ROM,2020,Ignore,1394923
Netherlands,NLD,Romania,ROM,2020,Power Plant,557493
Netherlands,NLD,Romania,ROM,2021,Enrichment,13
Netherlands,NLD,Romania,ROM,2021,Fuel fabrication,450672
Netherlands,NLD,Romania,ROM,2021,Ignore,661620
Netherlands,NLD,Romania,ROM,2021,Power Plant,199735
Netherlands,NLD,Russian Federation,RUS,2016,Fuel fabrication,76170
Netherlands,NLD,Russian Federation,RUS,2016,Ignore,226883
Netherlands,NLD,Russian Federation,RUS,2016,Power Plant,19765
Netherlands,NLD,Russian Federation,RUS,2017,Enrichment,178
Netherlands,NLD,Russian Federation,RUS,2017,Fuel fabrication,183156
Netherlands,NLD,Russian Federation,RUS,2017,Ignore,584620
Netherlands,NLD,Russian Federation,RUS,2018,Fuel fabrication,420744
Netherlands,NLD,Russian Federation,RUS,2018,Ignore,708189
Netherlands,NLD,Russian Federation,RUS,2018,Power Plant,8239
Netherlands,NLD,Russian Federation,RUS,2019,Enrichment,29459500
Netherlands,NLD,Russian Federation,RUS,2019,Ignore,8552982
Netherlands,NLD,Russian Federation,RUS,2019,Power Plant,1105098
Netherlands,NLD,Russian Federation,RUS,2020,Enrichment,27202658
Netherlands,NLD,Russian Federation,RUS,2020,Ignore,7548891
Netherlands,NLD,Russian Federation,RUS,2020,Power Plant,531482
Netherlands,NLD,Russian Federation,RUS,2021,Enrichment,1217
Netherlands,NLD,Russian Federation,RUS,2021,Fuel fabrication,198778
Netherlands,NLD,Russian Federation,RUS,2021,Ignore,10800009
Netherlands,NLD,Russian Federation,RUS,2021,Power Plant,348616
Netherlands,NLD,Saint Maarten,SXM,2016,Ignore,2480
Netherlands,NLD,Saint Maarten,SXM,2018,Fuel fabrication,249740
Netherlands,NLD,Saudi Arabia,SAU,2016,Ignore,644116
Netherlands,NLD,Saudi Arabia,SAU,2016,Power Plant,488
Netherlands,NLD,Saudi Arabia,SAU,2017,Ignore,1066971
Netherlands,NLD,Saudi Arabia,SAU,2017,Power Plant,1387649
Netherlands,NLD,Saudi Arabia,SAU,2018,Enrichment,2601816
Netherlands,NLD,Saudi Arabia,SAU,2018,Fuel fabrication,1645869
Netherlands,NLD,Saudi Arabia,SAU,2018,Ignore,972577
Netherlands,NLD,Saudi Arabia,SAU,2019,Ignore,3602711
Netherlands,NLD,Saudi Arabia,SAU,2020,Ignore,2672554
Netherlands,NLD,Saudi Arabia,SAU,2021,Enrichment,11963
Netherlands,NLD,Saudi Arabia,SAU,2021,Ignore,2135825
Netherlands,NLD,Saudi Arabia,SAU,2021,Power Plant,20515
Netherlands,NLD,Senegal,SEN,2016,Ignore,5531
Netherlands,NLD,Senegal,SEN,2019,Ignore,13806
Netherlands,NLD,Senegal,SEN,2020,Ignore,10113
Netherlands,NLD,Senegal,SEN,2021,Ignore,4822
Netherlands,NLD,Serbia,SRB,2016,Fuel fabrication,44234
Netherlands,NLD,Serbia,SRB,2016,Ignore,93781
Netherlands,NLD,Serbia,SRB,2017,Fuel fabrication,35609
Netherlands,NLD,Serbia,SRB,2017,Ignore,185924
Netherlands,NLD,Serbia,SRB,2018,Fuel fabrication,27468
Netherlands,NLD,Serbia,SRB,2018,Ignore,214717
Netherlands,NLD,Serbia,SRB,2019,Fuel fabrication,129682
Netherlands,NLD,Serbia,SRB,2019,Ignore,217762
Netherlands,NLD,Serbia,SRB,2020,Fuel fabrication,180076
Netherlands,NLD,Serbia,SRB,2020,Ignore,495468
Netherlands,NLD,Serbia,SRB,2021,Enrichment,43
Netherlands,NLD,Serbia,SRB,2021,Fuel fabrication,1084463
Netherlands,NLD,Serbia,SRB,2021,Ignore,275318
Netherlands,NLD,Singapore,SGP,2016,Ignore,399383
Netherlands,NLD,Singapore,SGP,2016,Power Plant,47788
Netherlands,NLD,Singapore,SGP,2017,Ignore,1395058
Netherlands,NLD,Singapore,SGP,2018,Fuel fabrication,118
Netherlands,NLD,Singapore,SGP,2018,Ignore,1721902
Netherlands,NLD,Singapore,SGP,2019,Ignore,2004106
Netherlands,NLD,Singapore,SGP,2020,Enrichment,6334
Netherlands,NLD,Singapore,SGP,2020,Ignore,1440442
Netherlands,NLD,Singapore,SGP,2021,Ignore,1322104
Netherlands,NLD,Singapore,SGP,2021,Mining,1120
Netherlands,NLD,Slovakia,SVK,2016,Fuel fabrication,147142
Netherlands,NLD,Slovakia,SVK,2016,Ignore,912682
Netherlands,NLD,Slovakia,SVK,2017,Enrichment,7674
Netherlands,NLD,Slovakia,SVK,2017,Fuel fabrication,11
Netherlands,NLD,Slovakia,SVK,2017,Ignore,1791785
Netherlands,NLD,Slovakia,SVK,2017,Power Plant,2728
Netherlands,NLD,Slovakia,SVK,2018,Enrichment,11074
Netherlands,NLD,Slovakia,SVK,2018,Fuel fabrication,568574
Netherlands,NLD,Slovakia,SVK,2018,Ignore,2117609
Netherlands,NLD,Slovakia,SVK,2018,Power Plant,55649
Netherlands,NLD,Slovakia,SVK,2019,Enrichment,2447
Netherlands,NLD,Slovakia,SVK,2019,Fuel fabrication,49806
Netherlands,NLD,Slovakia,SVK,2019,Ignore,2353255
Netherlands,NLD,Slovakia,SVK,2019,Power Plant,9402
Netherlands,NLD,Slovakia,SVK,2020,Enrichment,84
Netherlands,NLD,Slovakia,SVK,2020,Fuel fabrication,120070
Netherlands,NLD,Slovakia,SVK,2020,Ignore,2110434
Netherlands,NLD,Slovakia,SVK,2020,Power Plant,141753
Netherlands,NLD,Slovakia,SVK,2021,Fuel fabrication,86460
Netherlands,NLD,Slovakia,SVK,2021,Ignore,902930
Netherlands,NLD,Slovakia,SVK,2021,Power Plant,118765
Netherlands,NLD,Slovenia,SVN,2016,Enrichment,3261
Netherlands,NLD,Slovenia,SVN,2016,Ignore,487560
Netherlands,NLD,Slovenia,SVN,2016,Power Plant,394
Netherlands,NLD,Slovenia,SVN,2017,Enrichment,2631
Netherlands,NLD,Slovenia,SVN,2017,Ignore,1218639
Netherlands,NLD,Slovenia,SVN,2017,Power Plant,361
Netherlands,NLD,Slovenia,SVN,2018,Enrichment,85384120
Netherlands,NLD,Slovenia,SVN,2018,Fuel fabrication,11
Netherlands,NLD,Slovenia,SVN,2018,Ignore,1288731
Netherlands,NLD,Slovenia,SVN,2018,Power Plant,1060
Netherlands,NLD,Slovenia,SVN,2019,Enrichment,8345
Netherlands,NLD,Slovenia,SVN,2019,Fuel fabrication,12
Netherlands,NLD,Slovenia,SVN,2019,Ignore,1024851
Netherlands,NLD,Slovenia,SVN,2019,Power Plant,1192
Netherlands,NLD,Slovenia,SVN,2020,Enrichment,363
Netherlands,NLD,Slovenia,SVN,2020,Ignore,990447
Netherlands,NLD,Slovenia,SVN,2020,Power Plant,52
Netherlands,NLD,Slovenia,SVN,2021,Enrichment,13925
Netherlands,NLD,Slovenia,SVN,2021,Fuel fabrication,6
Netherlands,NLD,Slovenia,SVN,2021,Ignore,649140
Netherlands,NLD,Slovenia,SVN,2021,Power Plant,42
Netherlands,NLD,South Africa,ZAF,2016,Enrichment,1372
Netherlands,NLD,South Africa,ZAF,2016,Ignore,85176
Netherlands,NLD,South Africa,ZAF,2017,Enrichment,8095
Netherlands,NLD,South Africa,ZAF,2017,Ignore,361634
Netherlands,NLD,South Africa,ZAF,2018,Ignore,747586
Netherlands,NLD,South Africa,ZAF,2019,Enrichment,18358
Netherlands,NLD,South Africa,ZAF,2019,Ignore,2375154
Netherlands,NLD,South Africa,ZAF,2020,Enrichment,6350
Netherlands,NLD,South Africa,ZAF,2020,Fuel fabrication,1081732
Netherlands,NLD,South Africa,ZAF,2020,Ignore,1403727
Netherlands,NLD,South Africa,ZAF,2020,Power Plant,38538
Netherlands,NLD,South Africa,ZAF,2021,Fuel fabrication,170
Netherlands,NLD,South Africa,ZAF,2021,Ignore,886636
Netherlands,NLD,South Africa,ZAF,2021,Power Plant,347
Netherlands,NLD,Spain,ESP,2016,Enrichment,54513
Netherlands,NLD,Spain,ESP,2016,Fuel fabrication,342100
Netherlands,NLD,Spain,ESP,2016,Ignore,13997306
Netherlands,NLD,Spain,ESP,2016,Power Plant,13059
Netherlands,NLD,Spain,ESP,2017,Enrichment,78565
Netherlands,NLD,Spain,ESP,2017,Fuel fabrication,360963
Netherlands,NLD,Spain,ESP,2017,Ignore,34405811
Netherlands,NLD,Spain,ESP,2017,Power Plant,321273
Netherlands,NLD,Spain,ESP,2018,Enrichment,35473
Netherlands,NLD,Spain,ESP,2018,Fuel fabrication,382738
Netherlands,NLD,Spain,ESP,2018,Ignore,31238217
Netherlands,NLD,Spain,ESP,2018,Mining,1147
Netherlands,NLD,Spain,ESP,2018,Power Plant,528025
Netherlands,NLD,Spain,ESP,2019,Enrichment,249820
Netherlands,NLD,Spain,ESP,2019,Fuel fabrication,2405
Netherlands,NLD,Spain,ESP,2019,Ignore,32483335
Netherlands,NLD,Spain,ESP,2019,Power Plant,572295
Netherlands,NLD,Spain,ESP,2020,Enrichment,47195
Netherlands,NLD,Spain,ESP,2020,Fuel fabrication,40480
Netherlands,NLD,Spain,ESP,2020,Ignore,31212286
Netherlands,NLD,Spain,ESP,2020,Power Plant,769332
Netherlands,NLD,Spain,ESP,2021,Enrichment,1154
Netherlands,NLD,Spain,ESP,2021,Fuel fabrication,197925
Netherlands,NLD,Spain,ESP,2021,Ignore,16533249
Netherlands,NLD,Spain,ESP,2021,Mining,6313
Netherlands,NLD,Spain,ESP,2021,Power Plant,753084
Netherlands,NLD,Sri Lanka,LKA,2016,Ignore,13995
Netherlands,NLD,Sri Lanka,LKA,2017,Ignore,29960
Netherlands,NLD,Sri Lanka,LKA,2019,Ignore,36675
Netherlands,NLD,Sri Lanka,LKA,2020,Ignore,34608
Netherlands,NLD,Sri Lanka,LKA,2021,Ignore,9946
Netherlands,NLD,Suriname,SUR,2016,Ignore,14712
Netherlands,NLD,Suriname,SUR,2017,Ignore,39089
Netherlands,NLD,Suriname,SUR,2017,Power Plant,3193
Netherlands,NLD,Suriname,SUR,2018,Ignore,24338
Netherlands,NLD,Suriname,SUR,2019,Ignore,11536
Netherlands,NLD,Suriname,SUR,2020,Ignore,35842
Netherlands,NLD,Suriname,SUR,2021,Ignore,12371
Netherlands,NLD,Sweden,SWE,2016,Enrichment,31893790
Netherlands,NLD,Sweden,SWE,2016,Fuel fabrication,455455
Netherlands,NLD,Sweden,SWE,2016,Ignore,2895408
Netherlands,NLD,Sweden,SWE,2016,Power Plant,8111487
Netherlands,NLD,Sweden,SWE,2017,Enrichment,74874584
Netherlands,NLD,Sweden,SWE,2017,Fuel fabrication,1284369
Netherlands,NLD,Sweden,SWE,2017,Ignore,6223195
Netherlands,NLD,Sweden,SWE,2017,Power Plant,18669716
Netherlands,NLD,Sweden,SWE,2018,Enrichment,61634802
Netherlands,NLD,Sweden,SWE,2018,Fuel fabrication,607019
Netherlands,NLD,Sweden,SWE,2018,Ignore,6343042
Netherlands,NLD,Sweden,SWE,2018,Power Plant,22248488
Netherlands,NLD,Sweden,SWE,2019,Enrichment,108071754
Netherlands,NLD,Sweden,SWE,2019,Fuel fabrication,212516
Netherlands,NLD,Sweden,SWE,2019,Ignore,9854504
Netherlands,NLD,Sweden,SWE,2019,Power Plant,29441079
Netherlands,NLD,Sweden,SWE,2020,Enrichment,83818889
Netherlands,NLD,Sweden,SWE,2020,Fuel fabrication,1431099
Netherlands,NLD,Sweden,SWE,2020,Ignore,12338554
Netherlands,NLD,Sweden,SWE,2020,Power Plant,23444088
Netherlands,NLD,Sweden,SWE,2021,Enrichment,35977703
Netherlands,NLD,Sweden,SWE,2021,Fuel fabrication,229026
Netherlands,NLD,Sweden,SWE,2021,Ignore,4786919
Netherlands,NLD,Sweden,SWE,2021,Power Plant,15372609
Netherlands,NLD,Switzerland,CHE,2016,Fuel fabrication,916491
Netherlands,NLD,Switzerland,CHE,2016,Ignore,13637171
Netherlands,NLD,Switzerland,CHE,2016,Power Plant,41062
Netherlands,NLD,Switzerland,CHE,2017,Fuel fabrication,430722
Netherlands,NLD,Switzerland,CHE,2017,Ignore,29537729
Netherlands,NLD,Switzerland,CHE,2017,Mining,199
Netherlands,NLD,Switzerland,CHE,2017,Power Plant,47883
Netherlands,NLD,Switzerland,CHE,2018,Enrichment,23127
Netherlands,NLD,Switzerland,CHE,2018,Fuel fabrication,1414888
Netherlands,NLD,Switzerland,CHE,2018,Ignore,15852826
Netherlands,NLD,Switzerland,CHE,2018,Power Plant,380845
Netherlands,NLD,Switzerland,CHE,2019,Enrichment,9379
Netherlands,NLD,Switzerland,CHE,2019,Fuel fabrication,568011
Netherlands,NLD,Switzerland,CHE,2019,Ignore,13076542
Netherlands,NLD,Switzerland,CHE,2019,Mining,38084
Netherlands,NLD,Switzerland,CHE,2019,Power Plant,91343
Netherlands,NLD,Switzerland,CHE,2020,Enrichment,23807
Netherlands,NLD,Switzerland,CHE,2020,Fuel fabrication,76634
Netherlands,NLD,Switzerland,CHE,2020,Ignore,15424187
Netherlands,NLD,Switzerland,CHE,2020,Mining,1875
Netherlands,NLD,Switzerland,CHE,2020,Power Plant,773565
Netherlands,NLD,Switzerland,CHE,2021,Enrichment,1086
Netherlands,NLD,Switzerland,CHE,2021,Fuel fabrication,147255
Netherlands,NLD,Switzerland,CHE,2021,Ignore,9104876
Netherlands,NLD,Switzerland,CHE,2021,Power Plant,34551
Netherlands,NLD,TFYR of Macedonia,MKD,2016,Ignore,8821
Netherlands,NLD,TFYR of Macedonia,MKD,2017,Ignore,18311
Netherlands,NLD,TFYR of Macedonia,MKD,2018,Ignore,15272
Netherlands,NLD,TFYR of Macedonia,MKD,2019,Ignore,20760
Netherlands,NLD,TFYR of Macedonia,MKD,2020,Ignore,52874
Netherlands,NLD,TFYR of Macedonia,MKD,2021,Ignore,75857
Netherlands,NLD,"Taiwan, China",TWN,2016,Fuel fabrication,23594
Netherlands,NLD,"Taiwan, China",TWN,2016,Ignore,476704
Netherlands,NLD,"Taiwan, China",TWN,2017,Fuel fabrication,45561
Netherlands,NLD,"Taiwan, China",TWN,2017,Ignore,1123188
Netherlands,NLD,"Taiwan, China",TWN,2018,Ignore,1021282
Netherlands,NLD,"Taiwan, China",TWN,2018,Power Plant,25000
Netherlands,NLD,"Taiwan, China",TWN,2019,Ignore,2056157
Netherlands,NLD,"Taiwan, China",TWN,2019,Power Plant,3305876
Netherlands,NLD,"Taiwan, China",TWN,2020,Ignore,1878067
Netherlands,NLD,"Taiwan, China",TWN,2021,Ignore,1177844
Netherlands,NLD,"Taiwan, China",TWN,2021,Power Plant,287450
Netherlands,NLD,Thailand,THA,2016,Fuel fabrication,1398
Netherlands,NLD,Thailand,THA,2016,Ignore,351508
Netherlands,NLD,Thailand,THA,2016,Power Plant,52282
Netherlands,NLD,Thailand,THA,2017,Ignore,844500
Netherlands,NLD,Thailand,THA,2018,Ignore,1386971
Netherlands,NLD,Thailand,THA,2018,Power Plant,482349
Netherlands,NLD,Thailand,THA,2019,Ignore,1413552
Netherlands,NLD,Thailand,THA,2019,Mining,11550
Netherlands,NLD,Thailand,THA,2019,Power Plant,432332
Netherlands,NLD,Thailand,THA,2020,Ignore,1257508
Netherlands,NLD,Thailand,THA,2020,Power Plant,866717
Netherlands,NLD,Thailand,THA,2021,Ignore,714033
Netherlands,NLD,Thailand,THA,2021,Power Plant,252983
Netherlands,NLD,Tunisia,TUN,2016,Enrichment,4421
Netherlands,NLD,Tunisia,TUN,2016,Ignore,305655
Netherlands,NLD,Tunisia,TUN,2017,Fuel fabrication,2172
Netherlands,NLD,Tunisia,TUN,2017,Ignore,581935
Netherlands,NLD,Tunisia,TUN,2017,Power Plant,1996
Netherlands,NLD,Tunisia,TUN,2018,Ignore,114203
Netherlands,NLD,Tunisia,TUN,2019,Ignore,654376
Netherlands,NLD,Tunisia,TUN,2020,Ignore,934758
Netherlands,NLD,Tunisia,TUN,2021,Ignore,587447
Netherlands,NLD,Turkey,TUR,2016,Fuel fabrication,224048
Netherlands,NLD,Turkey,TUR,2016,Ignore,2702144
Netherlands,NLD,Turkey,TUR,2016,Power Plant,12997
Netherlands,NLD,Turkey,TUR,2017,Fuel fabrication,5610
Netherlands,NLD,Turkey,TUR,2017,Ignore,5756815
Netherlands,NLD,Turkey,TUR,2017,Power Plant,4020
Netherlands,NLD,Turkey,TUR,2018,Fuel fabrication,644127
Netherlands,NLD,Turkey,TUR,2018,Ignore,8278084
Netherlands,NLD,Turkey,TUR,2018,Power Plant,32424
Netherlands,NLD,Turkey,TUR,2019,Enrichment,30443
Netherlands,NLD,Turkey,TUR,2019,Fuel fabrication,255962
Netherlands,NLD,Turkey,TUR,2019,Ignore,7216235
Netherlands,NLD,Turkey,TUR,2019,Power Plant,2807
Netherlands,NLD,Turkey,TUR,2020,Fuel fabrication,685271
Netherlands,NLD,Turkey,TUR,2020,Ignore,7256071
Netherlands,NLD,Turkey,TUR,2020,Power Plant,78934
Netherlands,NLD,Turkey,TUR,2021,Enrichment,23
Netherlands,NLD,Turkey,TUR,2021,Fuel fabrication,302739
Netherlands,NLD,Turkey,TUR,2021,Ignore,4925041
Netherlands,NLD,Turkey,TUR,2021,Power Plant,361929
Netherlands,NLD,USA,USA,2016,Enrichment,426475077
Netherlands,NLD,USA,USA,2016,Fuel fabrication,28269
Netherlands,NLD,USA,USA,2016,Ignore,114048903
Netherlands,NLD,USA,USA,2016,Power Plant,4557
Netherlands,NLD,USA,USA,2017,Enrichment,437668923
Netherlands,NLD,USA,USA,2017,Fuel fabrication,164430
Netherlands,NLD,USA,USA,2017,Ignore,284600538
Netherlands,NLD,USA,USA,2017,Mining,12082
Netherlands,NLD,USA,USA,2017,Power Plant,489282
Netherlands,NLD,USA,USA,2018,Enrichment,904012121
Netherlands,NLD,USA,USA,2018,Fuel fabrication,794815
Netherlands,NLD,USA,USA,2018,Ignore,296175612
Netherlands,NLD,USA,USA,2018,Mining,2504076
Netherlands,NLD,USA,USA,2018,Power Plant,3582090
Netherlands,NLD,USA,USA,2018,Spent Fuel / HLW,100928
Netherlands,NLD,USA,USA,2019,Enrichment,1039723652
Netherlands,NLD,USA,USA,2019,Fuel fabrication,1090198
Netherlands,NLD,USA,USA,2019,Ignore,316219121
Netherlands,NLD,USA,USA,2019,Mining,29507
Netherlands,NLD,USA,USA,2019,Power Plant,1602640
Netherlands,NLD,USA,USA,2020,Enrichment,814823640
Netherlands,NLD,USA,USA,2020,Fuel fabrication,2368813
Netherlands,NLD,USA,USA,2020,Ignore,249649510
Netherlands,NLD,USA,USA,2020,Power Plant,625089
Netherlands,NLD,USA,USA,2021,Enrichment,535095270
Netherlands,NLD,USA,USA,2021,Fuel fabrication,118184
Netherlands,NLD,USA,USA,2021,Ignore,122641536
Netherlands,NLD,USA,USA,2021,Power Plant,265761
Netherlands,NLD,Uganda,UGA,2016,Ignore,321
Netherlands,NLD,Uganda,UGA,2017,Fuel fabrication,1628
Netherlands,NLD,Uganda,UGA,2017,Ignore,3211
Netherlands,NLD,Uganda,UGA,2021,Ignore,77174
Netherlands,NLD,Ukraine,UKR,2016,Fuel fabrication,3539
Netherlands,NLD,Ukraine,UKR,2016,Ignore,87479
Netherlands,NLD,Ukraine,UKR,2016,Power Plant,4727
Netherlands,NLD,Ukraine,UKR,2017,Ignore,100373
Netherlands,NLD,Ukraine,UKR,2017,Power Plant,1932
Netherlands,NLD,Ukraine,UKR,2018,Ignore,215500
Netherlands,NLD,Ukraine,UKR,2018,Power Plant,5691
Netherlands,NLD,Ukraine,UKR,2019,Fuel fabrication,150071
Netherlands,NLD,Ukraine,UKR,2019,Ignore,223213
Netherlands,NLD,Ukraine,UKR,2019,Power Plant,31010
Netherlands,NLD,Ukraine,UKR,2020,Fuel fabrication,77566
Netherlands,NLD,Ukraine,UKR,2020,Ignore,269309
Netherlands,NLD,Ukraine,UKR,2020,Power Plant,99601
Netherlands,NLD,Ukraine,UKR,2021,Ignore,106256
Netherlands,NLD,Ukraine,UKR,2021,Power Plant,77720
Netherlands,NLD,United Arab Emirates,ARE,2016,Enrichment,2711
Netherlands,NLD,United Arab Emirates,ARE,2016,Fuel fabrication,10332
Netherlands,NLD,United Arab Emirates,ARE,2016,Ignore,496851
Netherlands,NLD,United Arab Emirates,ARE,2016,Power Plant,15305
Netherlands,NLD,United Arab Emirates,ARE,2017,Ignore,740714
Netherlands,NLD,United Arab Emirates,ARE,2017,Power Plant,19533
Netherlands,NLD,United Arab Emirates,ARE,2018,Enrichment,20173
Netherlands,NLD,United Arab Emirates,ARE,2018,Ignore,878997
Netherlands,NLD,United Arab Emirates,ARE,2018,Power Plant,49896
Netherlands,NLD,United Arab Emirates,ARE,2019,Enrichment,2731
Netherlands,NLD,United Arab Emirates,ARE,2019,Ignore,2140418
Netherlands,NLD,United Arab Emirates,ARE,2020,Fuel fabrication,473856
Netherlands,NLD,United Arab Emirates,ARE,2020,Ignore,1500545
Netherlands,NLD,United Arab Emirates,ARE,2020,Mining,72186
Netherlands,NLD,United Arab Emirates,ARE,2020,Power Plant,22451
Netherlands,NLD,United Arab Emirates,ARE,2021,Ignore,835735
Netherlands,NLD,United Arab Emirates,ARE,2021,Power Plant,43900
Netherlands,NLD,United Kingdom,GBR,2016,Enrichment,58711576
Netherlands,NLD,United Kingdom,GBR,2016,Fuel fabrication,1941342
Netherlands,NLD,United Kingdom,GBR,2016,Ignore,21626059
Netherlands,NLD,United Kingdom,GBR,2016,Power Plant,384726
Netherlands,NLD,United Kingdom,GBR,2017,Enrichment,130581477
Netherlands,NLD,United Kingdom,GBR,2017,Fuel fabrication,4092576
Netherlands,NLD,United Kingdom,GBR,2017,Ignore,46478612
Netherlands,NLD,United Kingdom,GBR,2017,Mining,7338
Netherlands,NLD,United Kingdom,GBR,2017,Power Plant,5714105
Netherlands,NLD,United Kingdom,GBR,2018,Enrichment,218751514
Netherlands,NLD,United Kingdom,GBR,2018,Fuel fabrication,2100246
Netherlands,NLD,United Kingdom,GBR,2018,Ignore,51947112
Netherlands,NLD,United Kingdom,GBR,2018,Mining,6030
Netherlands,NLD,United Kingdom,GBR,2018,Power Plant,2265589
Netherlands,NLD,United Kingdom,GBR,2019,Enrichment,157214148
Netherlands,NLD,United Kingdom,GBR,2019,Fuel fabrication,6488283
Netherlands,NLD,United Kingdom,GBR,2019,Ignore,45211979
Netherlands,NLD,United Kingdom,GBR,2019,Mining,132
Netherlands,NLD,United Kingdom,GBR,2019,Power Plant,1839842
Netherlands,NLD,United Kingdom,GBR,2020,Enrichment,185931064
Netherlands,NLD,United Kingdom,GBR,2020,Fuel fabrication,1050140
Netherlands,NLD,United Kingdom,GBR,2020,Ignore,35379116
Netherlands,NLD,United Kingdom,GBR,2020,Power Plant,1110805
Netherlands,NLD,United Kingdom,GBR,2021,Enrichment,37422850
Netherlands,NLD,United Kingdom,GBR,2021,Fuel fabrication,692428
Netherlands,NLD,United Kingdom,GBR,2021,Ignore,21473505
Netherlands,NLD,United Kingdom,GBR,2021,Mining,3093
Netherlands,NLD,United Kingdom,GBR,2021,Power Plant,1131538
Netherlands,NLD,United Rep. of Tanzania,TZA,2018,Fuel fabrication,54
Netherlands,NLD,United Rep. of Tanzania,TZA,2020,Fuel fabrication,2289
Netherlands,NLD,United Rep. of Tanzania,TZA,2020,Ignore,4896
Netherlands,NLD,United Rep. of Tanzania,TZA,2021,Ignore,8290
Netherlands,NLD,Uruguay,URY,2016,Fuel fabrication,29457
Netherlands,NLD,Uruguay,URY,2016,Ignore,2047
Netherlands,NLD,Uruguay,URY,2017,Fuel fabrication,33985
Netherlands,NLD,Uruguay,URY,2017,Ignore,1574
Netherlands,NLD,Uruguay,URY,2019,Ignore,15840
Netherlands,NLD,Uzbekistan,UZB,2019,Ignore,155274
Netherlands,NLD,Uzbekistan,UZB,2020,Fuel fabrication,29281
Netherlands,NLD,Uzbekistan,UZB,2020,Ignore,16470
Netherlands,NLD,Uzbekistan,UZB,2021,Ignore,9208
Netherlands,NLD,Venezuela,VEN,2016,Ignore,3405
Netherlands,NLD,Venezuela,VEN,2017,Ignore,9536
Netherlands,NLD,Venezuela,VEN,2018,Ignore,793
Netherlands,NLD,Venezuela,VEN,2021,Ignore,40213
Netherlands,NLD,Viet Nam,VNM,2016,Ignore,84302
Netherlands,NLD,Viet Nam,VNM,2017,Ignore,279448
Netherlands,NLD,Viet Nam,VNM,2018,Ignore,394633
Netherlands,NLD,Viet Nam,VNM,2019,Ignore,491226
Netherlands,NLD,Viet Nam,VNM,2020,Ignore,261938
Netherlands,NLD,Viet Nam,VNM,2021,Ignore,154636
Netherlands,NLD,Zambia,ZMB,2016,Ignore,15598
Netherlands,NLD,Zambia,ZMB,2017,Ignore,39510
Netherlands,NLD,Zambia,ZMB,2018,Fuel fabrication,10854
Netherlands,NLD,Zambia,ZMB,2018,Ignore,11995
Netherlands,NLD,Zambia,ZMB,2019,Fuel fabrication,18010
