source,source_iso3,recipient,recipient_iso3,category,sum_value_usd
Turkey,TUR,Slovenia,SVN,Enrichment,658
Turkey,TUR,Slovenia,SVN,Fuel fabrication,532517
Turkey,TUR,Slovenia,SVN,Ignore,156
Turkey,TUR,Slovenia,SVN,Power Plant,3749
Turkey,TUR,South Africa,ZAF,Ignore,178358
Turkey,TUR,Spain,ESP,Enrichment,1282
Turkey,TUR,Spain,ESP,Fuel fabrication,310719
Turkey,TUR,Spain,ESP,Ignore,50326
Turkey,TUR,Spain,ESP,Power Plant,340863
Turkey,TUR,Sri Lanka,LKA,Fuel fabrication,49
Turkey,TUR,Sri Lanka,LKA,Ignore,462923
Turkey,TUR,Sudan,SDN,Fuel fabrication,3449
Turkey,TUR,Sudan,SDN,Ignore,547399
Turkey,TUR,Sudan,SDN,Mining,3020
Turkey,TUR,Sudan,SDN,Power Plant,16177
Turkey,TUR,Sudan,SDN,Spent Fuel / HLW,45094
Turkey,TUR,Sweden,SWE,Enrichment,469
Turkey,TUR,Sweden,SWE,Ignore,3741
Turkey,TUR,Switzerland,CHE,Enrichment,66
Turkey,TUR,Switzerland,CHE,Fuel fabrication,76
Turkey,TUR,Switzerland,CHE,Ignore,23932
Turkey,TUR,Switzerland,CHE,Power Plant,622
Turkey,TUR,Syria,SYR,Fuel fabrication,36999
Turkey,TUR,TFYR of Macedonia,MKD,Ignore,500020
Turkey,TUR,"Taiwan, China",TWN,Ignore,1900920
Turkey,TUR,"Taiwan, China",TWN,Power Plant,13231
Turkey,TUR,Tajikistan,TJK,Fuel fabrication,331572
Turkey,TUR,Thailand,THA,Fuel fabrication,397
Turkey,TUR,Thailand,THA,Ignore,565232
Turkey,TUR,Thailand,THA,Power Plant,39527
Turkey,TUR,Tunisia,TUN,Fuel fabrication,29455
Turkey,TUR,Tunisia,TUN,Ignore,458857
Turkey,TUR,Turkmenistan,TKM,Fuel fabrication,204
Turkey,TUR,Turkmenistan,TKM,Ignore,9303
Turkey,TUR,Turkmenistan,TKM,Power Plant,8353
Turkey,TUR,USA,USA,Enrichment,82442
Turkey,TUR,USA,USA,Fuel fabrication,75136076
Turkey,TUR,USA,USA,Ignore,449045
Turkey,TUR,USA,USA,Power Plant,49760
Turkey,TUR,Ukraine,UKR,Fuel fabrication,1461
Turkey,TUR,Ukraine,UKR,Ignore,123
Turkey,TUR,Ukraine,UKR,Power Plant,8017
Turkey,TUR,United Arab Emirates,ARE,Fuel fabrication,215
Turkey,TUR,United Arab Emirates,ARE,Ignore,437261
Turkey,TUR,United Arab Emirates,ARE,Power Plant,15664
Turkey,TUR,United Kingdom,GBR,Enrichment,30554
Turkey,TUR,United Kingdom,GBR,Fuel fabrication,7411
Turkey,TUR,United Kingdom,GBR,Ignore,170515
Turkey,TUR,United Kingdom,GBR,Power Plant,11671
Turkey,TUR,United Rep. of Tanzania,TZA,Enrichment,4266
Turkey,TUR,United Rep. of Tanzania,TZA,Ignore,97999
Turkey,TUR,Uzbekistan,UZB,Enrichment,651
Turkey,TUR,Uzbekistan,UZB,Fuel fabrication,315052
Turkey,TUR,Uzbekistan,UZB,Ignore,5585
Turkey,TUR,Viet Nam,VNM,Ignore,16342
Turkey,TUR,Viet Nam,VNM,Power Plant,1221
Turkmenistan,TKM,Germany,DEU,Ignore,118
Turkmenistan,TKM,Malaysia,MYS,Ignore,17512
Turkmenistan,TKM,Pakistan,PAK,Ignore,1151
Turks and Caicos Isds,TCA,Sudan,SDN,Mining,2
USA,USA,Afghanistan,AFG,Enrichment,11502
USA,USA,Afghanistan,AFG,Fuel fabrication,11861
USA,USA,Afghanistan,AFG,Ignore,571621
USA,USA,Albania,ALB,Ignore,32820
USA,USA,Algeria,DZA,Ignore,1427689
USA,USA,Algeria,DZA,Power Plant,2327
USA,USA,Angola,AGO,Enrichment,2967
USA,USA,Angola,AGO,Fuel fabrication,8868
USA,USA,Angola,AGO,Ignore,180727
USA,USA,Angola,AGO,Power Plant,27740
USA,USA,Antigua and Barbuda,ATG,Enrichment,12992
USA,USA,Antigua and Barbuda,ATG,Fuel fabrication,3781
USA,USA,Antigua and Barbuda,ATG,Ignore,24550
USA,USA,Argentina,ARG,Enrichment,135118
USA,USA,Argentina,ARG,Fuel fabrication,16494941
USA,USA,Argentina,ARG,Ignore,5513903
USA,USA,Argentina,ARG,Mining,134
USA,USA,Argentina,ARG,Power Plant,4786617
USA,USA,Armenia,ARM,Fuel fabrication,13
USA,USA,Armenia,ARM,Ignore,44594
USA,USA,Aruba,AWB,Enrichment,23152
USA,USA,Aruba,AWB,Fuel fabrication,37
USA,USA,Aruba,AWB,Ignore,14427
USA,USA,Aruba,AWB,Power Plant,192
USA,USA,Aruba,AWB,Spent Fuel / HLW,1539
USA,USA,Australia,AUS,Enrichment,1351522
USA,USA,Australia,AUS,Fuel fabrication,1787804
USA,USA,Australia,AUS,Ignore,49995619
USA,USA,Australia,AUS,Mining,84392
USA,USA,Australia,AUS,Power Plant,1371174
USA,USA,Australia,AUS,Spent Fuel / HLW,3553
USA,USA,Austria,AUT,Enrichment,142128
USA,USA,Austria,AUT,Fuel fabrication,1838014
USA,USA,Austria,AUT,Ignore,8633825
USA,USA,Austria,AUT,Mining,210567
USA,USA,Austria,AUT,Power Plant,340758
USA,USA,Azerbaijan,AZE,Fuel fabrication,715
USA,USA,Azerbaijan,AZE,Ignore,1043028
USA,USA,Azerbaijan,AZE,Power Plant,29855
USA,USA,Bahamas,BHS,Enrichment,28739
USA,USA,Bahamas,BHS,Fuel fabrication,251297
USA,USA,Bahamas,BHS,Ignore,654250
USA,USA,Bahamas,BHS,Power Plant,106771
USA,USA,Bahrain,BHR,Enrichment,46146
USA,USA,Bahrain,BHR,Fuel fabrication,87196
USA,USA,Bahrain,BHR,Ignore,753767
USA,USA,Bahrain,BHR,Mining,36207
USA,USA,Bahrain,BHR,Spent Fuel / HLW,9600
USA,USA,Bangladesh,BGD,Fuel fabrication,30182
USA,USA,Bangladesh,BGD,Ignore,143770
USA,USA,Bangladesh,BGD,Power Plant,23430
USA,USA,Barbados,BRB,Enrichment,10938
USA,USA,Barbados,BRB,Fuel fabrication,10488
USA,USA,Barbados,BRB,Ignore,102749
USA,USA,Barbados,BRB,Mining,1685
USA,USA,Barbados,BRB,Spent Fuel / HLW,2561
USA,USA,Belarus,BLR,Ignore,72200
USA,USA,Belgium,BEL,Enrichment,23732263
USA,USA,Belgium,BEL,Fuel fabrication,20032872
USA,USA,Belgium,BEL,Ignore,14493282
USA,USA,Belgium,BEL,Mining,495435
USA,USA,Belgium,BEL,Power Plant,5566986
USA,USA,Belize,BLZ,Enrichment,21420
USA,USA,Belize,BLZ,Fuel fabrication,439
USA,USA,Belize,BLZ,Ignore,9163
USA,USA,Belize,BLZ,Power Plant,1075
USA,USA,Benin,BEN,Power Plant,8392
USA,USA,Bermuda,BMU,Enrichment,40125
USA,USA,Bermuda,BMU,Fuel fabrication,2928
USA,USA,Bermuda,BMU,Ignore,759177
USA,USA,Bermuda,BMU,Mining,7485
USA,USA,Bermuda,BMU,Power Plant,1401
USA,USA,Bermuda,BMU,Spent Fuel / HLW,3393
USA,USA,Bolivia,BOL,Enrichment,27504
USA,USA,Bolivia,BOL,Fuel fabrication,75692
USA,USA,Bolivia,BOL,Ignore,441775
USA,USA,Bolivia,BOL,Mining,7670
USA,USA,Bolivia,BOL,Power Plant,22872
USA,USA,Bosnia Herzegovina,BIH,Fuel fabrication,384
USA,USA,Bosnia Herzegovina,BIH,Ignore,171008
USA,USA,Bosnia Herzegovina,BIH,Power Plant,3589
USA,USA,Botswana,BWA,Ignore,18781
USA,USA,Botswana,BWA,Power Plant,2075
USA,USA,Br. Virgin Isds,VGB,Fuel fabrication,22631
USA,USA,Br. Virgin Isds,VGB,Ignore,61920
USA,USA,Brazil,BRA,Enrichment,619668
USA,USA,Brazil,BRA,Fuel fabrication,15447419
USA,USA,Brazil,BRA,Ignore,15609255
USA,USA,Brazil,BRA,Mining,44852188
USA,USA,Brazil,BRA,Power Plant,11250436
USA,USA,Brazil,BRA,Spent Fuel / HLW,92163
USA,USA,Brunei Darussalam,BRN,Enrichment,216347
USA,USA,Brunei Darussalam,BRN,Ignore,1540031
USA,USA,Brunei Darussalam,BRN,Mining,206080
USA,USA,Bulgaria,BGR,Enrichment,15278
USA,USA,Bulgaria,BGR,Fuel fabrication,8137
USA,USA,Bulgaria,BGR,Ignore,166508
USA,USA,Bulgaria,BGR,Power Plant,131298
USA,USA,Burkina Faso,BFA,Ignore,1218
USA,USA,Cambodia,KHM,Ignore,96812
USA,USA,Cameroon,CMR,Enrichment,41
USA,USA,Cameroon,CMR,Fuel fabrication,39597
USA,USA,Cameroon,CMR,Ignore,309096
USA,USA,Canada,CAN,Enrichment,809151
USA,USA,Canada,CAN,Fuel fabrication,251568640
USA,USA,Canada,CAN,Ignore,271697401
USA,USA,Canada,CAN,Mining,497248113
USA,USA,Canada,CAN,Power Plant,32023583
USA,USA,Canada,CAN,Spent Fuel / HLW,13886
USA,USA,Cayman Isds,CYM,Enrichment,105527
USA,USA,Cayman Isds,CYM,Fuel fabrication,16436
USA,USA,Cayman Isds,CYM,Ignore,98589
USA,USA,Central African Rep.,CAF,Power Plant,2994
USA,USA,Chad,TCD,Ignore,70402
USA,USA,Chile,CHL,Enrichment,2858396
USA,USA,Chile,CHL,Fuel fabrication,196920
USA,USA,Chile,CHL,Ignore,2665984
USA,USA,Chile,CHL,Mining,7450
USA,USA,Chile,CHL,Power Plant,805934
USA,USA,Chile,CHL,Spent Fuel / HLW,22006
USA,USA,China,CHN,Enrichment,16537952
USA,USA,China,CHN,Fuel fabrication,280044200
USA,USA,China,CHN,Ignore,264567564
USA,USA,China,CHN,Mining,2055940
USA,USA,China,CHN,Power Plant,83302935
USA,USA,China,CHN,Spent Fuel / HLW,5128
USA,USA,Colombia,COL,Enrichment,1991947
USA,USA,Colombia,COL,Fuel fabrication,904811
USA,USA,Colombia,COL,Ignore,6928428
USA,USA,Colombia,COL,Mining,3776
USA,USA,Colombia,COL,Power Plant,803609
USA,USA,Congo,COG,Ignore,238161
USA,USA,Congo,COG,Mining,5150
USA,USA,Congo,COG,Power Plant,2940
USA,USA,Cook Isds,COK,Fuel fabrication,12882
USA,USA,Costa Rica,CRI,Enrichment,35570
USA,USA,Costa Rica,CRI,Fuel fabrication,2681386
USA,USA,Costa Rica,CRI,Ignore,49793523
USA,USA,Costa Rica,CRI,Power Plant,190372
USA,USA,Cote d'Ivoire,CIV,Enrichment,250
USA,USA,Cote d'Ivoire,CIV,Fuel fabrication,15187
USA,USA,Cote d'Ivoire,CIV,Ignore,310327
USA,USA,Cote d'Ivoire,CIV,Mining,5411
USA,USA,Croatia,HRV,Enrichment,3644
USA,USA,Croatia,HRV,Fuel fabrication,8172017
USA,USA,Croatia,HRV,Ignore,87417
USA,USA,Croatia,HRV,Power Plant,8200
USA,USA,Cuba,CUB,Ignore,10456
USA,USA,Curacao,CUW,Enrichment,15825
USA,USA,Curacao,CUW,Fuel fabrication,22644
USA,USA,Curacao,CUW,Ignore,16445
USA,USA,Cyprus,CYP,Enrichment,15200
USA,USA,Cyprus,CYP,Fuel fabrication,1610
USA,USA,Cyprus,CYP,Ignore,22907
USA,USA,Cyprus,CYP,Power Plant,3979
USA,USA,Czech Rep.,CZE,Enrichment,159787
USA,USA,Czech Rep.,CZE,Fuel fabrication,309697
USA,USA,Czech Rep.,CZE,Ignore,21613242
USA,USA,Czech Rep.,CZE,Mining,4296
USA,USA,Czech Rep.,CZE,Power Plant,1658576
USA,USA,Dem. Rep. of the Congo,COD,Enrichment,7712
USA,USA,Dem. Rep. of the Congo,COD,Fuel fabrication,1411
USA,USA,Dem. Rep. of the Congo,COD,Ignore,113780
USA,USA,Dem. Rep. of the Congo,COD,Spent Fuel / HLW,59
USA,USA,Denmark,DNK,Enrichment,22452
USA,USA,Denmark,DNK,Fuel fabrication,52634
USA,USA,Denmark,DNK,Ignore,3012909
USA,USA,Denmark,DNK,Power Plant,736491
USA,USA,Djibouti,DJI,Ignore,4032
USA,USA,Dominica,DMA,Enrichment,3310
USA,USA,Dominica,DMA,Fuel fabrication,3168
USA,USA,Dominica,DMA,Ignore,122459
USA,USA,Dominican Rep.,DOM,Enrichment,126106
USA,USA,Dominican Rep.,DOM,Fuel fabrication,137704
USA,USA,Dominican Rep.,DOM,Ignore,3057830
USA,USA,Dominican Rep.,DOM,Power Plant,206883
USA,USA,Ecuador,ECU,Enrichment,53099
USA,USA,Ecuador,ECU,Fuel fabrication,94052
USA,USA,Ecuador,ECU,Ignore,700264
USA,USA,Ecuador,ECU,Mining,529
USA,USA,Ecuador,ECU,Power Plant,141102
USA,USA,Egypt,EGY,Enrichment,3323302
USA,USA,Egypt,EGY,Fuel fabrication,1844
USA,USA,Egypt,EGY,Ignore,2152209
USA,USA,Egypt,EGY,Mining,388677
USA,USA,Egypt,EGY,Power Plant,6325
USA,USA,Egypt,EGY,Spent Fuel / HLW,191550
USA,USA,El Salvador,SLV,Enrichment,175570
USA,USA,El Salvador,SLV,Fuel fabrication,52110
USA,USA,El Salvador,SLV,Ignore,16660329
USA,USA,El Salvador,SLV,Power Plant,143495
USA,USA,Equatorial Guinea,GNQ,Ignore,19076
USA,USA,Estonia,EST,Enrichment,15232
USA,USA,Estonia,EST,Fuel fabrication,1797881
USA,USA,Estonia,EST,Ignore,137584
USA,USA,Estonia,EST,Power Plant,10318
USA,USA,Ethiopia,ETH,Enrichment,97586
USA,USA,Ethiopia,ETH,Fuel fabrication,255436
USA,USA,Ethiopia,ETH,Ignore,151226
USA,USA,Ethiopia,ETH,Power Plant,964
USA,USA,Ethiopia,ETH,Spent Fuel / HLW,424
USA,USA,FS Micronesia,FSM,Enrichment,4778
USA,USA,Fiji,FJI,Ignore,33665
USA,USA,Finland,FIN,Enrichment,10379
USA,USA,Finland,FIN,Fuel fabrication,559666
USA,USA,Finland,FIN,Ignore,4622094
USA,USA,Finland,FIN,Mining,1039
USA,USA,Finland,FIN,Power Plant,7106288
USA,USA,France,FRA,Enrichment,57586721
USA,USA,France,FRA,Fuel fabrication,108268952
USA,USA,France,FRA,Ignore,65515172
USA,USA,France,FRA,Mining,31969
USA,USA,France,FRA,Power Plant,59613530
USA,USA,France,FRA,Spent Fuel / HLW,5924
USA,USA,French Polynesia,PYF,Enrichment,14627
USA,USA,French Polynesia,PYF,Fuel fabrication,6347
USA,USA,French Polynesia,PYF,Ignore,12794
USA,USA,French Polynesia,PYF,Power Plant,59
USA,USA,Gabon,GAB,Ignore,160971
USA,USA,Gabon,GAB,Power Plant,49840
USA,USA,Gambia,GMB,Enrichment,55
USA,USA,Georgia,GEO,Ignore,70990
USA,USA,Germany,DEU,Enrichment,994758
USA,USA,Germany,DEU,Fuel fabrication,45416804
USA,USA,Germany,DEU,Ignore,132774067
USA,USA,Germany,DEU,Mining,339221514
USA,USA,Germany,DEU,Power Plant,116422398
USA,USA,Germany,DEU,Spent Fuel / HLW,8806
USA,USA,Ghana,GHA,Enrichment,5781
USA,USA,Ghana,GHA,Fuel fabrication,93096
USA,USA,Ghana,GHA,Ignore,127137
USA,USA,Ghana,GHA,Mining,1914
USA,USA,Ghana,GHA,Spent Fuel / HLW,10320
USA,USA,Greece,GRC,Fuel fabrication,1662765
USA,USA,Greece,GRC,Ignore,454552
USA,USA,Grenada,GRD,Enrichment,1270
USA,USA,Grenada,GRD,Fuel fabrication,74888
USA,USA,Grenada,GRD,Ignore,7648
USA,USA,Grenada,GRD,Power Plant,247
USA,USA,Guatemala,GTM,Enrichment,87579
USA,USA,Guatemala,GTM,Fuel fabrication,18574
USA,USA,Guatemala,GTM,Ignore,1016398
USA,USA,Guatemala,GTM,Mining,3214
USA,USA,Guatemala,GTM,Power Plant,148329
USA,USA,Guatemala,GTM,Spent Fuel / HLW,9300
USA,USA,Guinea,GIN,Ignore,36636
USA,USA,Guyana,GUY,Enrichment,48772
USA,USA,Guyana,GUY,Fuel fabrication,27861
USA,USA,Guyana,GUY,Ignore,403589
USA,USA,Guyana,GUY,Power Plant,19092
USA,USA,Haiti,HTI,Enrichment,47326
USA,USA,Haiti,HTI,Fuel fabrication,6144
USA,USA,Haiti,HTI,Ignore,6212
USA,USA,Honduras,HND,Enrichment,3209
USA,USA,Honduras,HND,Fuel fabrication,50962
USA,USA,Honduras,HND,Ignore,205001
USA,USA,Honduras,HND,Mining,11759
USA,USA,Honduras,HND,Power Plant,29849
USA,USA,Hong Kong,HKG,Enrichment,40156
USA,USA,Hong Kong,HKG,Fuel fabrication,1069331
USA,USA,Hong Kong,HKG,Ignore,8964738
USA,USA,Hong Kong,HKG,Mining,4377697
USA,USA,Hong Kong,HKG,Power Plant,1187959
USA,USA,Hungary,HUN,Enrichment,64344
USA,USA,Hungary,HUN,Fuel fabrication,463058
USA,USA,Hungary,HUN,Ignore,2041414
USA,USA,Hungary,HUN,Mining,3461
USA,USA,Hungary,HUN,Power Plant,3181865
USA,USA,Iceland,ISL,Enrichment,81440
USA,USA,Iceland,ISL,Fuel fabrication,3478
USA,USA,Iceland,ISL,Ignore,85638
USA,USA,Iceland,ISL,Power Plant,1692
USA,USA,India,IND,Enrichment,1053281
USA,USA,India,IND,Fuel fabrication,1979084
USA,USA,India,IND,Ignore,17846193
USA,USA,India,IND,Mining,15030
USA,USA,India,IND,Power Plant,6469762
USA,USA,India,IND,Spent Fuel / HLW,5997
USA,USA,Indonesia,IDN,Enrichment,1478742
USA,USA,Indonesia,IDN,Fuel fabrication,220378
USA,USA,Indonesia,IDN,Ignore,6894890
USA,USA,Indonesia,IDN,Power Plant,631625
USA,USA,Indonesia,IDN,Spent Fuel / HLW,6130
USA,USA,Iraq,IRQ,Enrichment,3651
USA,USA,Iraq,IRQ,Ignore,128830
USA,USA,Ireland,IRL,Enrichment,131185
USA,USA,Ireland,IRL,Fuel fabrication,126046
USA,USA,Ireland,IRL,Ignore,4288340
USA,USA,Ireland,IRL,Mining,105085
USA,USA,Ireland,IRL,Power Plant,1255006
USA,USA,Ireland,IRL,Spent Fuel / HLW,3084
USA,USA,Israel,ISR,Enrichment,1692315
USA,USA,Israel,ISR,Fuel fabrication,227209
USA,USA,Israel,ISR,Ignore,14448404
USA,USA,Israel,ISR,Mining,75379
USA,USA,Israel,ISR,Power Plant,2109958
USA,USA,Israel,ISR,Spent Fuel / HLW,2610
USA,USA,Italy,ITA,Enrichment,191101
USA,USA,Italy,ITA,Fuel fabrication,6063128
USA,USA,Italy,ITA,Ignore,8403648
USA,USA,Italy,ITA,Mining,21449
USA,USA,Italy,ITA,Power Plant,5276223
USA,USA,Italy,ITA,Spent Fuel / HLW,19674
USA,USA,Jamaica,JAM,Enrichment,7387
USA,USA,Jamaica,JAM,Fuel fabrication,41974
USA,USA,Jamaica,JAM,Ignore,620305
USA,USA,Jamaica,JAM,Mining,13479
USA,USA,Jamaica,JAM,Power Plant,15875
USA,USA,Jamaica,JAM,Spent Fuel / HLW,53628
USA,USA,Japan,JPN,Enrichment,186839481
USA,USA,Japan,JPN,Fuel fabrication,127881378
USA,USA,Japan,JPN,Ignore,239888263
USA,USA,Japan,JPN,Mining,2661144
USA,USA,Japan,JPN,Power Plant,29716841
USA,USA,Japan,JPN,Spent Fuel / HLW,2931
USA,USA,Jordan,JOR,Fuel fabrication,136345
USA,USA,Jordan,JOR,Ignore,1436414
USA,USA,Jordan,JOR,Mining,1234
USA,USA,Jordan,JOR,Power Plant,151429
USA,USA,Kazakhstan,KAZ,Enrichment,49740459
USA,USA,Kazakhstan,KAZ,Fuel fabrication,16312
USA,USA,Kazakhstan,KAZ,Ignore,1176517
USA,USA,Kazakhstan,KAZ,Mining,725
USA,USA,Kazakhstan,KAZ,Power Plant,1465
USA,USA,Kenya,KEN,Fuel fabrication,3097
USA,USA,Kenya,KEN,Ignore,134368
USA,USA,Kenya,KEN,Mining,9500
USA,USA,Kenya,KEN,Power Plant,7007
USA,USA,Kiribati,KIR,Fuel fabrication,3073
USA,USA,Kuwait,KWT,Enrichment,130249
USA,USA,Kuwait,KWT,Fuel fabrication,34100
USA,USA,Kuwait,KWT,Ignore,4155693
USA,USA,Kuwait,KWT,Power Plant,26745
USA,USA,Kuwait,KWT,Spent Fuel / HLW,13135
USA,USA,Lao People's Dem. Rep.,LAO,Ignore,145096
USA,USA,Lao People's Dem. Rep.,LAO,Power Plant,2940
USA,USA,Latvia,LVA,Enrichment,944
USA,USA,Latvia,LVA,Fuel fabrication,2846
USA,USA,Latvia,LVA,Ignore,142836
USA,USA,Latvia,LVA,Mining,50765
USA,USA,Lebanon,LBN,Fuel fabrication,29011
USA,USA,Lebanon,LBN,Ignore,595131
USA,USA,Lebanon,LBN,Mining,2999
USA,USA,Lebanon,LBN,Power Plant,70150
USA,USA,Lesotho,LSO,Ignore,395
USA,USA,Libya,LBY,Fuel fabrication,5533
USA,USA,Libya,LBY,Ignore,114494
USA,USA,Lithuania,LTU,Enrichment,20440
USA,USA,Lithuania,LTU,Fuel fabrication,25567
USA,USA,Lithuania,LTU,Ignore,153213
USA,USA,Lithuania,LTU,Mining,122
USA,USA,Lithuania,LTU,Power Plant,17211
USA,USA,Luxembourg,LUX,Fuel fabrication,504807
USA,USA,Luxembourg,LUX,Ignore,372668
USA,USA,Macao,MAC,Ignore,34514
USA,USA,Macao,MAC,Power Plant,40200
USA,USA,Madagascar,MDG,Fuel fabrication,2990
USA,USA,Madagascar,MDG,Ignore,1409742
USA,USA,Madagascar,MDG,Power Plant,7896
USA,USA,Malawi,MWI,Power Plant,3920
USA,USA,Malaysia,MYS,Enrichment,543653
USA,USA,Malaysia,MYS,Fuel fabrication,427405
USA,USA,Malaysia,MYS,Ignore,11037695
USA,USA,Malaysia,MYS,Mining,626563
USA,USA,Malaysia,MYS,Power Plant,536348
USA,USA,Malaysia,MYS,Spent Fuel / HLW,28678
USA,USA,Mali,MLI,Power Plant,2611
USA,USA,Malta,MLT,Ignore,25102
USA,USA,Malta,MLT,Power Plant,132
USA,USA,Marshall Isds,MHL,Ignore,2800
USA,USA,Mauritania,MRT,Fuel fabrication,101
USA,USA,Mauritania,MRT,Ignore,28180
USA,USA,Mauritania,MRT,Power Plant,71369
USA,USA,Mauritius,MUS,Ignore,1439
USA,USA,Mauritius,MUS,Power Plant,2269
USA,USA,Mauritius,MUS,Spent Fuel / HLW,4957
USA,USA,Mexico,MEX,Enrichment,216246172
USA,USA,Mexico,MEX,Fuel fabrication,38233502
USA,USA,Mexico,MEX,Ignore,102983927
USA,USA,Mexico,MEX,Mining,1407663
USA,USA,Mexico,MEX,Power Plant,49028217
USA,USA,Mexico,MEX,Spent Fuel / HLW,28766
USA,USA,Mongolia,MNG,Enrichment,6291
USA,USA,Mongolia,MNG,Ignore,31955
USA,USA,Montenegro,MNE,Ignore,23459
USA,USA,Montenegro,MNE,Power Plant,2804
USA,USA,Morocco,MAR,Enrichment,14123
USA,USA,Morocco,MAR,Fuel fabrication,67417
USA,USA,Morocco,MAR,Ignore,490378
USA,USA,Morocco,MAR,Power Plant,13264
USA,USA,Mozambique,MOZ,Fuel fabrication,13
USA,USA,Mozambique,MOZ,Ignore,37029
USA,USA,Mozambique,MOZ,Power Plant,9697
USA,USA,Myanmar,MMR,Enrichment,20313
USA,USA,Myanmar,MMR,Ignore,26460
USA,USA,Myanmar,MMR,Mining,2322
USA,USA,Namibia,NAM,Enrichment,13212
USA,USA,Namibia,NAM,Fuel fabrication,2236
USA,USA,Namibia,NAM,Ignore,67526
USA,USA,Namibia,NAM,Mining,8944
USA,USA,Nepal,NPL,Ignore,53553
USA,USA,Netherlands,NLD,Enrichment,8795831
USA,USA,Netherlands,NLD,Fuel fabrication,1607814
USA,USA,Netherlands,NLD,Ignore,46062441
USA,USA,Netherlands,NLD,Mining,251087256
USA,USA,Netherlands,NLD,Power Plant,5630851
USA,USA,New Caledonia,NCL,Fuel fabrication,44766
USA,USA,New Zealand,NZL,Enrichment,12799
USA,USA,New Zealand,NZL,Fuel fabrication,35976
USA,USA,New Zealand,NZL,Ignore,2209015
USA,USA,New Zealand,NZL,Mining,51
USA,USA,New Zealand,NZL,Power Plant,672172
USA,USA,Nicaragua,NIC,Enrichment,47611
USA,USA,Nicaragua,NIC,Fuel fabrication,7290
USA,USA,Nicaragua,NIC,Ignore,29375
USA,USA,Nicaragua,NIC,Power Plant,43083
USA,USA,Niger,NER,Fuel fabrication,22234
USA,USA,Niger,NER,Ignore,5246
USA,USA,Niger,NER,Power Plant,139
USA,USA,Nigeria,NGA,Enrichment,365761
USA,USA,Nigeria,NGA,Fuel fabrication,156101
USA,USA,Nigeria,NGA,Ignore,1629066
USA,USA,Nigeria,NGA,Power Plant,13604
USA,USA,Norway,NOR,Enrichment,169703
USA,USA,Norway,NOR,Fuel fabrication,935288
USA,USA,Norway,NOR,Ignore,108475943
USA,USA,Norway,NOR,Mining,84558
USA,USA,Norway,NOR,Power Plant,1238036
USA,USA,Norway,NOR,Spent Fuel / HLW,12281
USA,USA,Occ. Palestinian Terr.,PSE,Ignore,11147
USA,USA,Oman,OMN,Enrichment,14792
USA,USA,Oman,OMN,Fuel fabrication,13022
USA,USA,Oman,OMN,Ignore,2701594
USA,USA,Oman,OMN,Power Plant,46578
USA,USA,Pakistan,PAK,Fuel fabrication,24697
USA,USA,Pakistan,PAK,Ignore,2476946
USA,USA,Pakistan,PAK,Mining,6457
USA,USA,Pakistan,PAK,Power Plant,386347
USA,USA,Palau,PLW,Mining,399
USA,USA,Panama,PAN,Enrichment,81263
USA,USA,Panama,PAN,Fuel fabrication,24851
USA,USA,Panama,PAN,Ignore,806229
USA,USA,Panama,PAN,Mining,14648
USA,USA,Panama,PAN,Power Plant,25372
USA,USA,Papua New Guinea,PNG,Ignore,32899
USA,USA,Paraguay,PRY,Enrichment,29276
USA,USA,Paraguay,PRY,Ignore,82656
USA,USA,Paraguay,PRY,Power Plant,13619
USA,USA,Peru,PER,Enrichment,416321
USA,USA,Peru,PER,Fuel fabrication,185520
USA,USA,Peru,PER,Ignore,1680235
USA,USA,Peru,PER,Mining,5100
USA,USA,Peru,PER,Power Plant,142208
USA,USA,Philippines,PHL,Enrichment,37904
USA,USA,Philippines,PHL,Fuel fabrication,34722
USA,USA,Philippines,PHL,Ignore,3741529
USA,USA,Philippines,PHL,Mining,124333
USA,USA,Philippines,PHL,Power Plant,179771
USA,USA,Philippines,PHL,Spent Fuel / HLW,2178
USA,USA,Poland,POL,Enrichment,51275
USA,USA,Poland,POL,Fuel fabrication,195783
USA,USA,Poland,POL,Ignore,3411457
USA,USA,Poland,POL,Mining,5641
USA,USA,Poland,POL,Power Plant,860592
USA,USA,Portugal,PRT,Fuel fabrication,19086
USA,USA,Portugal,PRT,Ignore,782061
USA,USA,Portugal,PRT,Power Plant,12674
USA,USA,Qatar,QAT,Enrichment,9161
USA,USA,Qatar,QAT,Fuel fabrication,383330
USA,USA,Qatar,QAT,Ignore,701125
USA,USA,Qatar,QAT,Mining,34353
USA,USA,Qatar,QAT,Power Plant,191329
USA,USA,Qatar,QAT,Spent Fuel / HLW,3342185
USA,USA,Rep. of Korea,KOR,Enrichment,93703476
USA,USA,Rep. of Korea,KOR,Fuel fabrication,139254496
USA,USA,Rep. of Korea,KOR,Ignore,246469327
USA,USA,Rep. of Korea,KOR,Mining,187249
USA,USA,Rep. of Korea,KOR,Power Plant,28152993
USA,USA,Rep. of Moldova,MDA,Enrichment,199
USA,USA,Rep. of Moldova,MDA,Fuel fabrication,19117
USA,USA,Rep. of Moldova,MDA,Ignore,70676
USA,USA,Romania,ROM,Enrichment,18518
USA,USA,Romania,ROM,Fuel fabrication,10078987
USA,USA,Romania,ROM,Ignore,1243700
USA,USA,Romania,ROM,Mining,25394
