source,source_iso3,recipient,recipient_iso3,category,sum_value_usd
Czech Rep.,CZE,Germany,DEU,Mining,1365
Czech Rep.,CZE,Germany,DEU,Power Plant,159116
Czech Rep.,CZE,Ghana,GHA,Enrichment,22261
Czech Rep.,CZE,Ghana,GHA,Ignore,33292
Czech Rep.,CZE,Greece,GRC,Enrichment,32792
Czech Rep.,CZE,Greece,GRC,Ignore,208473
Czech Rep.,CZE,Guatemala,GTM,Ignore,423
Czech Rep.,CZE,Hong Kong,HKG,Ignore,314300
Czech Rep.,CZE,Hungary,HUN,Enrichment,2218
Czech Rep.,CZE,Hungary,HUN,Fuel fabrication,27558
Czech Rep.,CZE,Hungary,HUN,Ignore,365625
Czech Rep.,CZE,Hungary,HUN,Power Plant,8786556
Czech Rep.,CZE,Iceland,ISL,Enrichment,4444
Czech Rep.,CZE,Iceland,ISL,Ignore,213
Czech Rep.,CZE,India,IND,Enrichment,30
Czech Rep.,CZE,India,IND,Ignore,3832308
Czech Rep.,CZE,Indonesia,IDN,Enrichment,4407
Czech Rep.,CZE,Indonesia,IDN,Fuel fabrication,2293
Czech Rep.,CZE,Indonesia,IDN,Ignore,454868
Czech Rep.,CZE,Indonesia,IDN,Power Plant,1971
Czech Rep.,CZE,Iran,IRN,Enrichment,1730
Czech Rep.,CZE,Iran,IRN,Ignore,72573
Czech Rep.,CZE,Iraq,IRQ,Ignore,41573
Czech Rep.,CZE,Ireland,IRL,Enrichment,232
Czech Rep.,CZE,Ireland,IRL,Ignore,290
Czech Rep.,CZE,Israel,ISR,Ignore,229180
Czech Rep.,CZE,Italy,ITA,Enrichment,487976
Czech Rep.,CZE,Italy,ITA,Fuel fabrication,464156
Czech Rep.,CZE,Italy,ITA,Ignore,3701950
Czech Rep.,CZE,Italy,ITA,Mining,734
Czech Rep.,CZE,Italy,ITA,Power Plant,31457
Czech Rep.,CZE,Japan,JPN,Ignore,1981165
Czech Rep.,CZE,Jordan,JOR,Enrichment,14027
Czech Rep.,CZE,Jordan,JOR,Ignore,66325
Czech Rep.,CZE,Kazakhstan,KAZ,Enrichment,18734
Czech Rep.,CZE,Kazakhstan,KAZ,Ignore,1120902
Czech Rep.,CZE,Kenya,KEN,Enrichment,27908
Czech Rep.,CZE,Kenya,KEN,Ignore,13014
Czech Rep.,CZE,Kuwait,KWT,Enrichment,986099
Czech Rep.,CZE,Kuwait,KWT,Ignore,977342
Czech Rep.,CZE,Lao People's Dem. Rep.,LAO,Ignore,24592
Czech Rep.,CZE,Latvia,LVA,Enrichment,40071
Czech Rep.,CZE,Latvia,LVA,Ignore,38130
Czech Rep.,CZE,Lebanon,LBN,Ignore,11731
Czech Rep.,CZE,Lithuania,LTU,Ignore,90303
Czech Rep.,CZE,Luxembourg,LUX,Enrichment,227
Czech Rep.,CZE,Luxembourg,LUX,Ignore,16373
Czech Rep.,CZE,Malaysia,MYS,Ignore,12821
Czech Rep.,CZE,Maldives,MDV,Power Plant,1
Czech Rep.,CZE,Malta,MLT,Ignore,2323
Czech Rep.,CZE,Mexico,MEX,Enrichment,3006
Czech Rep.,CZE,Mexico,MEX,Ignore,149188
Czech Rep.,CZE,Mongolia,MNG,Ignore,11349
Czech Rep.,CZE,Montenegro,MNE,Ignore,47322
Czech Rep.,CZE,Morocco,MAR,Enrichment,21349
Czech Rep.,CZE,Morocco,MAR,Ignore,411443
Czech Rep.,CZE,Myanmar,MMR,Ignore,9932
Czech Rep.,CZE,Myanmar,MMR,Mining,350
Czech Rep.,CZE,Namibia,NAM,Fuel fabrication,727
Czech Rep.,CZE,Netherlands,NLD,Enrichment,169502
Czech Rep.,CZE,Netherlands,NLD,Fuel fabrication,63568
Czech Rep.,CZE,Netherlands,NLD,Ignore,1975048
Czech Rep.,CZE,Netherlands,NLD,Mining,3251
Czech Rep.,CZE,Netherlands,NLD,Power Plant,98435
Czech Rep.,CZE,New Zealand,NZL,Fuel fabrication,24
Czech Rep.,CZE,New Zealand,NZL,Ignore,178065
Czech Rep.,CZE,Nigeria,NGA,Ignore,97516
Czech Rep.,CZE,Nigeria,NGA,Spent Fuel / HLW,830
Czech Rep.,CZE,Norway,NOR,Enrichment,109634
Czech Rep.,CZE,Norway,NOR,Fuel fabrication,407
Czech Rep.,CZE,Norway,NOR,Ignore,2469262
Czech Rep.,CZE,Oman,OMN,Enrichment,273257
Czech Rep.,CZE,Oman,OMN,Ignore,903899
Czech Rep.,CZE,Oman,OMN,Mining,2500
Czech Rep.,CZE,Pakistan,PAK,Ignore,215092
Czech Rep.,CZE,Peru,PER,Ignore,4546
Czech Rep.,CZE,Philippines,PHL,Ignore,11350
Czech Rep.,CZE,Poland,POL,Enrichment,18783
Czech Rep.,CZE,Poland,POL,Fuel fabrication,223755
Czech Rep.,CZE,Poland,POL,Ignore,20140370
Czech Rep.,CZE,Poland,POL,Power Plant,129036
Czech Rep.,CZE,Portugal,PRT,Enrichment,7349
Czech Rep.,CZE,Portugal,PRT,Ignore,273382
Czech Rep.,CZE,Qatar,QAT,Enrichment,79214
Czech Rep.,CZE,Qatar,QAT,Ignore,202394
Czech Rep.,CZE,Qatar,QAT,Spent Fuel / HLW,49765
Czech Rep.,CZE,Rep. of Korea,KOR,Enrichment,389
Czech Rep.,CZE,Rep. of Korea,KOR,Ignore,13151411
Czech Rep.,CZE,Rep. of Moldova,MDA,Ignore,11538
Czech Rep.,CZE,Romania,ROM,Enrichment,5953
Czech Rep.,CZE,Romania,ROM,Fuel fabrication,1301
Czech Rep.,CZE,Romania,ROM,Ignore,391524
Czech Rep.,CZE,Russian Federation,RUS,Enrichment,155066
Czech Rep.,CZE,Russian Federation,RUS,Fuel fabrication,871
Czech Rep.,CZE,Russian Federation,RUS,Ignore,4215478
Czech Rep.,CZE,Russian Federation,RUS,Mining,27491557
Czech Rep.,CZE,Russian Federation,RUS,Power Plant,79130
Czech Rep.,CZE,Rwanda,RWA,Ignore,310
Czech Rep.,CZE,Saudi Arabia,SAU,Enrichment,977436
Czech Rep.,CZE,Saudi Arabia,SAU,Fuel fabrication,5490
Czech Rep.,CZE,Saudi Arabia,SAU,Ignore,5961339
Czech Rep.,CZE,Senegal,SEN,Ignore,23572
Czech Rep.,CZE,Serbia,SRB,Ignore,38840
Czech Rep.,CZE,Serbia,SRB,Mining,766
Czech Rep.,CZE,Singapore,SGP,Fuel fabrication,12
Czech Rep.,CZE,Singapore,SGP,Ignore,777622
Czech Rep.,CZE,Singapore,SGP,Power Plant,220825
Czech Rep.,CZE,Slovakia,SVK,Enrichment,502871
Czech Rep.,CZE,Slovakia,SVK,Fuel fabrication,98530
Czech Rep.,CZE,Slovakia,SVK,Ignore,3242201
Czech Rep.,CZE,Slovakia,SVK,Mining,626
Czech Rep.,CZE,Slovakia,SVK,Power Plant,13570870
Czech Rep.,CZE,Slovenia,SVN,Fuel fabrication,4063
Czech Rep.,CZE,Slovenia,SVN,Ignore,1199580
Czech Rep.,CZE,Slovenia,SVN,Power Plant,6141
Czech Rep.,CZE,South Africa,ZAF,Enrichment,12920
Czech Rep.,CZE,South Africa,ZAF,Ignore,388514
Czech Rep.,CZE,Spain,ESP,Enrichment,34010
Czech Rep.,CZE,Spain,ESP,Fuel fabrication,1239
Czech Rep.,CZE,Spain,ESP,Ignore,2837465
Czech Rep.,CZE,Sri Lanka,LKA,Ignore,136910
Czech Rep.,CZE,Sudan,SDN,Ignore,53688
Czech Rep.,CZE,Sweden,SWE,Fuel fabrication,171286
Czech Rep.,CZE,Sweden,SWE,Ignore,86004
Czech Rep.,CZE,Sweden,SWE,Power Plant,3960492
Czech Rep.,CZE,Switzerland,CHE,Enrichment,34323
Czech Rep.,CZE,Switzerland,CHE,Fuel fabrication,22963
Czech Rep.,CZE,Switzerland,CHE,Ignore,415672
Czech Rep.,CZE,Syria,SYR,Ignore,22329
Czech Rep.,CZE,TFYR of Macedonia,MKD,Ignore,43467
Czech Rep.,CZE,"Taiwan, China",TWN,Ignore,1858335
Czech Rep.,CZE,Thailand,THA,Ignore,417666
Czech Rep.,CZE,Trinidad and Tobago,TTO,Ignore,144078
Czech Rep.,CZE,Tunisia,TUN,Enrichment,49338
Czech Rep.,CZE,Tunisia,TUN,Ignore,204925
Czech Rep.,CZE,Turkey,TUR,Enrichment,37309
Czech Rep.,CZE,Turkey,TUR,Fuel fabrication,714
Czech Rep.,CZE,Turkey,TUR,Ignore,2849877
Czech Rep.,CZE,Turkey,TUR,Mining,7
Czech Rep.,CZE,USA,USA,Enrichment,34557
Czech Rep.,CZE,USA,USA,Fuel fabrication,255964
Czech Rep.,CZE,USA,USA,Ignore,28276936
Czech Rep.,CZE,USA,USA,Mining,4891
Czech Rep.,CZE,USA,USA,Power Plant,151038
Czech Rep.,CZE,Uganda,UGA,Ignore,4297
Czech Rep.,CZE,Ukraine,UKR,Enrichment,1277
Czech Rep.,CZE,Ukraine,UKR,Fuel fabrication,44120
Czech Rep.,CZE,Ukraine,UKR,Ignore,2499967
Czech Rep.,CZE,Ukraine,UKR,Power Plant,954958
Czech Rep.,CZE,United Arab Emirates,ARE,Enrichment,779834
Czech Rep.,CZE,United Arab Emirates,ARE,Ignore,4159960
Czech Rep.,CZE,United Kingdom,GBR,Enrichment,428749
Czech Rep.,CZE,United Kingdom,GBR,Fuel fabrication,102947
Czech Rep.,CZE,United Kingdom,GBR,Ignore,1487634
Czech Rep.,CZE,United Kingdom,GBR,Power Plant,55894
Czech Rep.,CZE,United Rep. of Tanzania,TZA,Ignore,110481
Czech Rep.,CZE,Uruguay,URY,Ignore,3192
Czech Rep.,CZE,Uzbekistan,UZB,Enrichment,6978
Czech Rep.,CZE,Uzbekistan,UZB,Fuel fabrication,1822
Czech Rep.,CZE,Uzbekistan,UZB,Ignore,1021497
Czech Rep.,CZE,Viet Nam,VNM,Ignore,98429
Czech Rep.,CZE,Viet Nam,VNM,Power Plant,35017
Czech Rep.,CZE,Zambia,ZMB,Ignore,4978
Dem. People's Rep. of Korea,PRK,China,CHN,Ignore,2657
Dem. People's Rep. of Korea,PRK,Ethiopia,ETH,Fuel fabrication,142
Dem. People's Rep. of Korea,PRK,India,IND,Ignore,16456
Dem. People's Rep. of Korea,PRK,Pakistan,PAK,Fuel fabrication,588
Dem. Rep. of the Congo,COD,Congo,COG,Ignore,18969
Dem. Rep. of the Congo,COD,Cote d'Ivoire,CIV,Enrichment,320
Dem. Rep. of the Congo,COD,Italy,ITA,Power Plant,2169
Dem. Rep. of the Congo,COD,Singapore,SGP,Ignore,5
Dem. Rep. of the Congo,COD,South Africa,ZAF,Ignore,21188
Dem. Rep. of the Congo,COD,South Africa,ZAF,Mining,499
Denmark,DNK,Angola,AGO,Ignore,145
Denmark,DNK,Argentina,ARG,Fuel fabrication,87
Denmark,DNK,Argentina,ARG,Ignore,50264
Denmark,DNK,Australia,AUS,Ignore,176607
Denmark,DNK,Australia,AUS,Power Plant,4750
Denmark,DNK,Austria,AUT,Ignore,18817
Denmark,DNK,Bahrain,BHR,Ignore,32692
Denmark,DNK,Bahrain,BHR,Power Plant,103883
Denmark,DNK,Belarus,BLR,Ignore,3961
Denmark,DNK,Belarus,BLR,Power Plant,204
Denmark,DNK,Belgium,BEL,Ignore,15361
Denmark,DNK,Belgium,BEL,Power Plant,1075834
Denmark,DNK,Bosnia Herzegovina,BIH,Fuel fabrication,6836
Denmark,DNK,Brazil,BRA,Ignore,7625
Denmark,DNK,Brazil,BRA,Power Plant,105
Denmark,DNK,Bulgaria,BGR,Ignore,545
Denmark,DNK,Canada,CAN,Enrichment,5104
Denmark,DNK,Canada,CAN,Ignore,29813
Denmark,DNK,Canada,CAN,Power Plant,253219
Denmark,DNK,Chile,CHL,Fuel fabrication,43
Denmark,DNK,China,CHN,Enrichment,49653
Denmark,DNK,China,CHN,Fuel fabrication,11762
Denmark,DNK,China,CHN,Ignore,60884
Denmark,DNK,China,CHN,Power Plant,376316
Denmark,DNK,Colombia,COL,Fuel fabrication,130
Denmark,DNK,Colombia,COL,Ignore,6108
Denmark,DNK,Costa Rica,CRI,Fuel fabrication,4301
Denmark,DNK,Cote d'Ivoire,CIV,Enrichment,3348
Denmark,DNK,Cote d'Ivoire,CIV,Power Plant,26712
Denmark,DNK,Croatia,HRV,Ignore,19965
Denmark,DNK,Croatia,HRV,Power Plant,749
Denmark,DNK,Cyprus,CYP,Fuel fabrication,514
Denmark,DNK,Czech Rep.,CZE,Ignore,77611
Denmark,DNK,Egypt,EGY,Enrichment,143
Denmark,DNK,Egypt,EGY,Ignore,885
Denmark,DNK,Egypt,EGY,Power Plant,189
Denmark,DNK,Estonia,EST,Ignore,425
Denmark,DNK,Estonia,EST,Power Plant,5936
Denmark,DNK,Ethiopia,ETH,Power Plant,268
Denmark,DNK,Finland,FIN,Enrichment,22604
Denmark,DNK,Finland,FIN,Fuel fabrication,1558
Denmark,DNK,Finland,FIN,Ignore,300188
Denmark,DNK,Finland,FIN,Power Plant,105073
Denmark,DNK,France,FRA,Enrichment,43106
Denmark,DNK,France,FRA,Ignore,74199
Denmark,DNK,France,FRA,Power Plant,16094248
Denmark,DNK,Georgia,GEO,Power Plant,2
Denmark,DNK,Germany,DEU,Enrichment,1175
Denmark,DNK,Germany,DEU,Fuel fabrication,1598
Denmark,DNK,Germany,DEU,Ignore,213248
Denmark,DNK,Ghana,GHA,Enrichment,1850
Denmark,DNK,Ghana,GHA,Fuel fabrication,1092
Denmark,DNK,Ghana,GHA,Ignore,454
Denmark,DNK,Ghana,GHA,Power Plant,1460
Denmark,DNK,Greece,GRC,Enrichment,4278
Denmark,DNK,Greece,GRC,Fuel fabrication,2261
Denmark,DNK,Greece,GRC,Ignore,2009
Denmark,DNK,Greenland,GRL,Enrichment,1722
Denmark,DNK,Greenland,GRL,Ignore,2246
Denmark,DNK,Greenland,GRL,Mining,180
Denmark,DNK,Hungary,HUN,Ignore,54446
Denmark,DNK,Hungary,HUN,Power Plant,623
Denmark,DNK,Iceland,ISL,Enrichment,36679
Denmark,DNK,Iceland,ISL,Fuel fabrication,24140
Denmark,DNK,Iceland,ISL,Ignore,2748
Denmark,DNK,Iceland,ISL,Power Plant,411555
Denmark,DNK,India,IND,Ignore,41178
Denmark,DNK,India,IND,Power Plant,2532
Denmark,DNK,Israel,ISR,Fuel fabrication,3055
Denmark,DNK,Israel,ISR,Ignore,20000
Denmark,DNK,Italy,ITA,Enrichment,284620
Denmark,DNK,Italy,ITA,Ignore,44945
Denmark,DNK,Italy,ITA,Power Plant,1685
Denmark,DNK,Japan,JPN,Ignore,107702
Denmark,DNK,Kazakhstan,KAZ,Ignore,8211
Denmark,DNK,Kenya,KEN,Ignore,1109
Denmark,DNK,Latvia,LVA,Ignore,3037
Denmark,DNK,Lebanon,LBN,Ignore,4227
Denmark,DNK,Lithuania,LTU,Ignore,2646
Denmark,DNK,Luxembourg,LUX,Ignore,882
Denmark,DNK,Malaysia,MYS,Ignore,4555
Denmark,DNK,Namibia,NAM,Power Plant,322
Denmark,DNK,Netherlands,NLD,Enrichment,372585
Denmark,DNK,Netherlands,NLD,Fuel fabrication,16781
Denmark,DNK,Netherlands,NLD,Ignore,187933
Denmark,DNK,Netherlands,NLD,Mining,61
Denmark,DNK,Netherlands,NLD,Power Plant,17625
Denmark,DNK,New Zealand,NZL,Ignore,41146
Denmark,DNK,Nigeria,NGA,Enrichment,3364
Denmark,DNK,Norway,NOR,Enrichment,9557
Denmark,DNK,Norway,NOR,Fuel fabrication,25031
Denmark,DNK,Norway,NOR,Ignore,1125427
Denmark,DNK,Norway,NOR,Mining,128575
Denmark,DNK,Norway,NOR,Power Plant,21439
Denmark,DNK,Pakistan,PAK,Ignore,1357
Denmark,DNK,Paraguay,PRY,Power Plant,346
Denmark,DNK,Peru,PER,Fuel fabrication,372
Denmark,DNK,Poland,POL,Ignore,155985
Denmark,DNK,Poland,POL,Power Plant,5766
Denmark,DNK,Portugal,PRT,Ignore,29255
Denmark,DNK,Rep. of Korea,KOR,Ignore,79331
Denmark,DNK,Romania,ROM,Fuel fabrication,385
Denmark,DNK,Romania,ROM,Ignore,25706
Denmark,DNK,Russian Federation,RUS,Ignore,24391
Denmark,DNK,Russian Federation,RUS,Power Plant,601
Denmark,DNK,San Marino,SMR,Ignore,3503
Denmark,DNK,Saudi Arabia,SAU,Fuel fabrication,16
Denmark,DNK,Senegal,SEN,Power Plant,5191
Denmark,DNK,Serbia,SRB,Power Plant,101
Denmark,DNK,Singapore,SGP,Enrichment,673
Denmark,DNK,Singapore,SGP,Ignore,11772
Denmark,DNK,Singapore,SGP,Power Plant,3034892
Denmark,DNK,Slovakia,SVK,Enrichment,401096
Denmark,DNK,Slovenia,SVN,Ignore,22328
Denmark,DNK,South Africa,ZAF,Fuel fabrication,3176
Denmark,DNK,South Africa,ZAF,Ignore,30885
Denmark,DNK,Spain,ESP,Enrichment,78621
Denmark,DNK,Spain,ESP,Fuel fabrication,104
Denmark,DNK,Spain,ESP,Ignore,266757
Denmark,DNK,Spain,ESP,Power Plant,2686
Denmark,DNK,Sudan,SDN,Power Plant,204
Denmark,DNK,Sweden,SWE,Enrichment,2332
Denmark,DNK,Sweden,SWE,Fuel fabrication,12319
Denmark,DNK,Sweden,SWE,Ignore,282967
Denmark,DNK,Sweden,SWE,Power Plant,89917
Denmark,DNK,Switzerland,CHE,Enrichment,3141
Denmark,DNK,Switzerland,CHE,Fuel fabrication,237
Denmark,DNK,Switzerland,CHE,Ignore,568867
Denmark,DNK,Switzerland,CHE,Mining,1842
Denmark,DNK,Switzerland,CHE,Power Plant,56
Denmark,DNK,"Taiwan, China",TWN,Ignore,66724
Denmark,DNK,Thailand,THA,Fuel fabrication,980909
Denmark,DNK,Thailand,THA,Ignore,2519
Denmark,DNK,Trinidad and Tobago,TTO,Enrichment,1389
Denmark,DNK,Turkey,TUR,Ignore,102410
Denmark,DNK,USA,USA,Fuel fabrication,79013
Denmark,DNK,USA,USA,Ignore,1281831
Denmark,DNK,USA,USA,Power Plant,29401
Denmark,DNK,Ukraine,UKR,Fuel fabrication,1707
Denmark,DNK,Ukraine,UKR,Ignore,9081
Denmark,DNK,Ukraine,UKR,Power Plant,8822
Denmark,DNK,United Arab Emirates,ARE,Fuel fabrication,33649
Denmark,DNK,United Kingdom,GBR,Enrichment,10257
Denmark,DNK,United Kingdom,GBR,Ignore,109291
Denmark,DNK,United Kingdom,GBR,Mining,7203
Denmark,DNK,United Kingdom,GBR,Power Plant,95
Dominican Rep.,DOM,Australia,AUS,Ignore,69850
Dominican Rep.,DOM,Brazil,BRA,Ignore,1990
Dominican Rep.,DOM,Canada,CAN,Ignore,100
Dominican Rep.,DOM,Haiti,HTI,Fuel fabrication,134
Dominican Rep.,DOM,Ireland,IRL,Power Plant,378
Dominican Rep.,DOM,Panama,PAN,Power Plant,1300
Dominican Rep.,DOM,Saint Lucia,LCA,Ignore,60
Dominican Rep.,DOM,USA,USA,Ignore,234675
Ecuador,ECU,Bolivia,BOL,Ignore,21210
Ecuador,ECU,Colombia,COL,Ignore,57998
Ecuador,ECU,Cuba,CUB,Fuel fabrication,6622
Ecuador,ECU,Germany,DEU,Enrichment,37255
Ecuador,ECU,Germany,DEU,Ignore,5589
Ecuador,ECU,Netherlands,NLD,Ignore,3369
Ecuador,ECU,Norway,NOR,Ignore,87004
Ecuador,ECU,Russian Federation,RUS,Ignore,526
Ecuador,ECU,Saudi Arabia,SAU,Ignore,24500
Ecuador,ECU,Singapore,SGP,Ignore,16385
Ecuador,ECU,Spain,ESP,Mining,120
Ecuador,ECU,Switzerland,CHE,Power Plant,34
Ecuador,ECU,USA,USA,Enrichment,667
Ecuador,ECU,USA,USA,Ignore,1114692
Ecuador,ECU,USA,USA,Spent Fuel / HLW,3260
Ecuador,ECU,United Kingdom,GBR,Ignore,3859
Egypt,EGY,Angola,AGO,Ignore,2945
Egypt,EGY,Angola,AGO,Power Plant,369
Egypt,EGY,Austria,AUT,Ignore,32
Egypt,EGY,Austria,AUT,Mining,32
Egypt,EGY,Belgium,BEL,Ignore,1
Egypt,EGY,Canada,CAN,Mining,984
Egypt,EGY,Cote d'Ivoire,CIV,Fuel fabrication,3873
Egypt,EGY,Czech Rep.,CZE,Enrichment,296
Egypt,EGY,Czech Rep.,CZE,Ignore,56836
Egypt,EGY,Czech Rep.,CZE,Mining,20566
Egypt,EGY,Denmark,DNK,Enrichment,106345
Egypt,EGY,Ethiopia,ETH,Ignore,32
Egypt,EGY,France,FRA,Ignore,3948
Egypt,EGY,Georgia,GEO,Ignore,252
Egypt,EGY,Germany,DEU,Enrichment,64797
Egypt,EGY,Germany,DEU,Ignore,1067
Egypt,EGY,Greece,GRC,Mining,90
Egypt,EGY,Indonesia,IDN,Mining,336
Egypt,EGY,Iraq,IRQ,Enrichment,197135
Egypt,EGY,Israel,ISR,Mining,1639
Egypt,EGY,Jordan,JOR,Enrichment,199
Egypt,EGY,Jordan,JOR,Mining,84068
Egypt,EGY,Lebanon,LBN,Mining,246294
Egypt,EGY,Libya,LBY,Mining,248
Egypt,EGY,Netherlands,NLD,Ignore,6719
Egypt,EGY,Nigeria,NGA,Enrichment,135937
Egypt,EGY,Norway,NOR,Ignore,29529
Egypt,EGY,Occ. Palestinian Terr.,PSE,Enrichment,202
Egypt,EGY,Occ. Palestinian Terr.,PSE,Mining,13689
Egypt,EGY,Oman,OMN,Mining,1987
Egypt,EGY,Rep. of Korea,KOR,Ignore,39625
Egypt,EGY,Russian Federation,RUS,Mining,10473
Egypt,EGY,Saudi Arabia,SAU,Enrichment,774
Egypt,EGY,Singapore,SGP,Ignore,124499
Egypt,EGY,Slovakia,SVK,Ignore,86
Egypt,EGY,South Africa,ZAF,Ignore,12326
Egypt,EGY,South Africa,ZAF,Mining,18238
Egypt,EGY,Spain,ESP,Ignore,1927
Egypt,EGY,Sudan,SDN,Fuel fabrication,30
Egypt,EGY,Sudan,SDN,Mining,20
Egypt,EGY,Sudan,SDN,Power Plant,954
Egypt,EGY,USA,USA,Ignore,99
Egypt,EGY,USA,USA,Mining,65082
Egypt,EGY,United Arab Emirates,ARE,Enrichment,16410
Egypt,EGY,United Arab Emirates,ARE,Mining,40056
Egypt,EGY,United Kingdom,GBR,Enrichment,11454
Egypt,EGY,United Kingdom,GBR,Ignore,3462
Egypt,EGY,Zambia,ZMB,Mining,200
El Salvador,SLV,Canada,CAN,Ignore,962
El Salvador,SLV,Czech Rep.,CZE,Ignore,198760
El Salvador,SLV,Guatemala,GTM,Fuel fabrication,1347
El Salvador,SLV,Guatemala,GTM,Ignore,1452
El Salvador,SLV,Guatemala,GTM,Power Plant,123
El Salvador,SLV,Honduras,HND,Ignore,15995
El Salvador,SLV,Japan,JPN,Ignore,79
El Salvador,SLV,Mexico,MEX,Ignore,5
El Salvador,SLV,Netherlands,NLD,Ignore,2234
El Salvador,SLV,Philippines,PHL,Ignore,272
El Salvador,SLV,Switzerland,CHE,Fuel fabrication,7
El Salvador,SLV,USA,USA,Ignore,194537
Equatorial Guinea,GNQ,Czech Rep.,CZE,Ignore,14999
Estonia,EST,Angola,AGO,Power Plant,16519
Estonia,EST,Azerbaijan,AZE,Ignore,1864
Estonia,EST,Bahamas,BHS,Ignore,34
Estonia,EST,Canada,CAN,Fuel fabrication,51103
Estonia,EST,China,CHN,Fuel fabrication,311728
Estonia,EST,China,CHN,Ignore,13590
Estonia,EST,Czech Rep.,CZE,Power Plant,198204
Estonia,EST,Denmark,DNK,Ignore,15969
Estonia,EST,Egypt,EGY,Spent Fuel / HLW,3384
Estonia,EST,Finland,FIN,Ignore,427
Estonia,EST,France,FRA,Power Plant,572
Estonia,EST,Germany,DEU,Fuel fabrication,595
Estonia,EST,Germany,DEU,Ignore,17356
Estonia,EST,Latvia,LVA,Enrichment,4533
Estonia,EST,Latvia,LVA,Fuel fabrication,258
Estonia,EST,Latvia,LVA,Ignore,5235
Estonia,EST,Lithuania,LTU,Fuel fabrication,130
Estonia,EST,Lithuania,LTU,Ignore,11985
Estonia,EST,Netherlands,NLD,Enrichment,28117
Estonia,EST,Netherlands,NLD,Fuel fabrication,662
Estonia,EST,Netherlands,NLD,Ignore,76986
Estonia,EST,Netherlands,NLD,Mining,8
Estonia,EST,Netherlands,NLD,Power Plant,2811
Estonia,EST,Norway,NOR,Ignore,3274
Estonia,EST,Poland,POL,Enrichment,4778
Estonia,EST,Portugal,PRT,Enrichment,776
Estonia,EST,Russian Federation,RUS,Enrichment,14705
Estonia,EST,Russian Federation,RUS,Fuel fabrication,99147
Estonia,EST,Russian Federation,RUS,Ignore,2877787
Estonia,EST,Russian Federation,RUS,Power Plant,90248
Estonia,EST,Singapore,SGP,Ignore,1166
Estonia,EST,Spain,ESP,Fuel fabrication,202903
Estonia,EST,Sweden,SWE,Enrichment,26
Estonia,EST,Sweden,SWE,Fuel fabrication,7579
Estonia,EST,Sweden,SWE,Ignore,32185
Estonia,EST,USA,USA,Ignore,5439
Estonia,EST,Ukraine,UKR,Mining,368
Estonia,EST,United Kingdom,GBR,Ignore,2373947
Ethiopia,ETH,Angola,AGO,Power Plant,6973
Ethiopia,ETH,China,CHN,Ignore,282716
Ethiopia,ETH,Hong Kong,HKG,Ignore,146915
Ethiopia,ETH,Mozambique,MOZ,Ignore,3155
Ethiopia,ETH,Netherlands,NLD,Ignore,79
Ethiopia,ETH,Nigeria,NGA,Ignore,10457
Ethiopia,ETH,United Rep. of Tanzania,TZA,Ignore,25
Falkland Isds (Malvinas),FLK,Ireland,IRL,Ignore,1354
Fiji,FJI,Kiribati,KIR,Fuel fabrication,498
Fiji,FJI,Kiribati,KIR,Ignore,78667
Fiji,FJI,Kiribati,KIR,Power Plant,140
Fiji,FJI,New Zealand,NZL,Ignore,11432
Fiji,FJI,Philippines,PHL,Ignore,94
Fiji,FJI,Samoa,WSM,Ignore,112
Fiji,FJI,Wallis and Futuna Isds,WLF,Power Plant,842
Finland,FIN,Argentina,ARG,Ignore,17389
Finland,FIN,Australia,AUS,Ignore,170619
Finland,FIN,Austria,AUT,Ignore,43410
Finland,FIN,Bangladesh,BGD,Ignore,53354
Finland,FIN,Belgium,BEL,Ignore,120136
Finland,FIN,Belgium,BEL,Power Plant,2499683
Finland,FIN,Brazil,BRA,Ignore,196883
Finland,FIN,Brazil,BRA,Power Plant,849337
Finland,FIN,Bulgaria,BGR,Ignore,17860
Finland,FIN,Canada,CAN,Ignore,195480
Finland,FIN,Canada,CAN,Power Plant,1481505
Finland,FIN,Chile,CHL,Enrichment,20593
Finland,FIN,Chile,CHL,Ignore,33333
Finland,FIN,China,CHN,Fuel fabrication,18382
Finland,FIN,China,CHN,Ignore,1427620
Finland,FIN,China,CHN,Mining,1
Finland,FIN,China,CHN,Power Plant,94157224
Finland,FIN,Colombia,COL,Ignore,19582
Finland,FIN,Czech Rep.,CZE,Fuel fabrication,336
Finland,FIN,Czech Rep.,CZE,Ignore,172989
Finland,FIN,Czech Rep.,CZE,Power Plant,23525
Finland,FIN,Denmark,DNK,Fuel fabrication,10405634
Finland,FIN,Denmark,DNK,Ignore,303506
Finland,FIN,Denmark,DNK,Power Plant,1652
Finland,FIN,Egypt,EGY,Ignore,21075
Finland,FIN,Egypt,EGY,Mining,13175
Finland,FIN,Estonia,EST,Enrichment,289
Finland,FIN,Estonia,EST,Ignore,2388544
Finland,FIN,France,FRA,Ignore,214648
Finland,FIN,France,FRA,Power Plant,1047450
Finland,FIN,Georgia,GEO,Ignore,94
Finland,FIN,Germany,DEU,Fuel fabrication,90
Finland,FIN,Germany,DEU,Ignore,524669
Finland,FIN,Germany,DEU,Power Plant,11374971
Finland,FIN,Hong Kong,HKG,Power Plant,16
Finland,FIN,Iceland,ISL,Enrichment,3698
Finland,FIN,Iceland,ISL,Ignore,1210
Finland,FIN,India,IND,Ignore,217043
